thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
10,0,10,[np.float64(-0.46)],[np.float64(0.0175)],[1],[0],[0],1.6187482,['target'],10,0,10,0,24.2894978,,10,24.2745956,24.2894978,24.2894978,0.0309313,25.8934817,[np.float64(-0.46)],[np.float64(0.0175)],[1],[0],[0],[1.618748200009577],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
11,0,11,[np.float64(0.30125)],[np.float64(-0.06)],[1],[0],[0],1.7651557,['target'],11,0,11,0,25.9553597,,10,25.9288848,25.9553597,25.9553597,0.0351481,27.6941515,[np.float64(0.30125)],[np.float64(-0.06)],[1],[0],[0],[1.7651557000353932],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
12,0,12,[np.float64(0.1725)],[np.float64(0.13)],[1],[0],[0],1.3141341,['target'],12,0,12,0,27.7548987,,10,27.7257452,27.7548987,27.7548987,0.0313868,29.0399641,[np.float64(0.1725)],[np.float64(0.13)],[1],[0],[0],[1.3141341000446118],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
13,0,13,[np.float64(0.30625)],[np.float64(-0.48125)],[1],[0],[0],3.3016791,['target'],13,0,13,0,29.0708429,,5,29.0557976,29.0708429,29.0708429,0.0156736,32.3576199,[np.float64(0.30625)],[np.float64(-0.48125)],[1],[0],[0],[3.3016791000263765],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
14,0,14,[np.float64(0.26625)],[np.float64(-0.4525)],[1],[0],[0],1.4806227,['target'],14,0,14,0,32.4194299,,10,32.3922895,32.4194299,32.4194299,0.0344701,33.8730139,[np.float64(0.26625)],[np.float64(-0.4525)],[1],[0],[0],[1.4806226999498904],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
15,0,15,[np.float64(-0.2525)],[np.float64(0.43)],[1],[0],[0],2.6827351,['target'],15,0,15,0,33.9192687,,10,33.9062404,33.9192687,33.9192687,0.032969,36.5891012,[np.float64(-0.2525)],[np.float64(0.43)],[1],[0],[0],[2.682735100039281],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
16,0,16,[np.float64(-0.4825)],[np.float64(0.41625)],[1],[0],[0],1.1988205,['target'],16,0,16,0,36.6510905,,10,36.622727,36.6510905,36.6510905,0.0333716,37.8216714,[np.float64(-0.4825)],[np.float64(0.41625)],[1],[0],[0],[1.198820500052534],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
17,0,17,[np.float64(0.35875)],[np.float64(-0.1575)],[1],[0],[0],1.6817161,['target'],17,0,17,0,37.8502032,,5,37.8388883,37.8502032,37.8502032,0.0169249,39.5207186,[np.float64(0.35875)],[np.float64(-0.1575)],[1],[0],[0],[1.6817160999635234],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
18,0,18,[np.float64(0.2675)],[np.float64(0.46)],[1],[0],[0],3.4806722,['target'],18,0,18,0,39.5827924,,10,39.5553876,39.5827924,39.5827924,0.0344897,43.0361698,[np.float64(0.2675)],[np.float64(0.46)],[1],[0],[0],[3.480672199977562],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
19,0,19,[np.float64(0.34375)],[np.float64(-0.425)],[1],[0],[0],1.7807204,['target'],19,0,19,0,43.0646717,,5,43.0540607,43.0646717,43.0646717,0.0176078,44.8348929,[np.float64(0.34375)],[np.float64(-0.425)],[1],[0],[0],[1.7807204000419006],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
20,0,20,[np.float64(-0.245)],[np.float64(-0.42)],[1],[0],[0],1.2347267,['target'],20,0,20,0,44.8813086,,10,44.8655898,44.8813086,44.8813086,0.0304669,46.100413,[np.float64(-0.245)],[np.float64(-0.42)],[1],[0],[0],[1.234726700000465],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
21,0,21,[np.float64(-0.31625)],[np.float64(-0.025)],[1],[0],[0],1.3683825,['target'],21,0,21,0,46.1634516,,10,46.1326006,46.1634516,46.1634516,0.0318586,47.5010963,[np.float64(-0.31625)],[np.float64(-0.025)],[1],[0],[0],[1.3683825000189245],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
22,0,22,[np.float64(-0.42375)],[np.float64(-0.315)],[1],[0],[0],2.5998008,['target'],22,0,22,0,47.546762,,10,47.5321704,47.546762,47.546762,0.0308519,50.1321078,[np.float64(-0.42375)],[np.float64(-0.315)],[1],[0],[0],[2.599800799973309],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
23,0,23,[np.float64(-0.31875)],[np.float64(0.34875)],[1],[0],[0],1.5684833,['target'],23,0,23,0,50.1949713,,10,50.1634242,50.1949713,50.1949713,0.0310719,51.7320649,[np.float64(-0.31875)],[np.float64(0.34875)],[1],[0],[0],[1.5684832999831997],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
24,0,24,[np.float64(-0.42875)],[np.float64(0.0775)],[1],[0],[0],1.3679169,[None],24,0,24,0,51.7944336,,10,51.7637883,51.7944336,51.7944336,0.031484,53.1318215,[np.float64(-0.42875)],[np.float64(0.0775)],[1],[0],[0],[1.367916899966076],[None],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
25,0,25,[np.float64(0.10625)],[np.float64(-0.30875)],[1],[0],[0],1.4780764,['target'],25,0,25,0,53.1939638,,10,53.1689966,53.1939638,53.1939638,0.0369557,54.6471865,[np.float64(0.10625)],[np.float64(-0.30875)],[1],[0],[0],[1.4780764000024647],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
26,0,26,[np.float64(0.37)],[np.float64(0.40875)],[1],[0],[0],2.598227,['target'],26,0,26,0,54.7097246,,10,54.6809422,54.7097246,54.7097246,0.0334767,57.2792582,[np.float64(0.37)],[np.float64(0.40875)],[1],[0],[0],[2.5982269999803975],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
27,0,27,[np.float64(-0.21125)],[np.float64(-0.3625)],[1],[0],[0],2.464944,['target'],27,0,27,0,57.3421815,,10,57.3141092,57.3421815,57.3421815,0.0346634,59.7791495,[np.float64(-0.21125)],[np.float64(-0.3625)],[1],[0],[0],[2.4649440000066534],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
28,0,28,[np.float64(0.36875)],[np.float64(-0.17625)],[1],[0],[0],1.8656707,['target'],28,0,28,0,59.8411172,,10,59.8117421,59.8411172,59.8411172,0.0323792,61.6775141,[np.float64(0.36875)],[np.float64(-0.17625)],[1],[0],[0],[1.865670700033661],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
29,0,29,[np.float64(0.34875)],[np.float64(0.2475)],[1],[0],[0],1.3660772,['target'],29,0,29,0,61.7403872,,10,61.7110848,61.7403872,61.7403872,0.0333373,63.077253,[np.float64(0.34875)],[np.float64(0.2475)],[1],[0],[0],[1.3660771999857388],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
30,0,30,[np.float64(0.33625)],[np.float64(0.45625)],[1],[0],[0],1.4227529,['target'],30,0,30,0,63.10621,,5,63.0927914,63.10621,63.10621,0.0153695,64.5156859,[np.float64(0.33625)],[np.float64(0.45625)],[1],[0],[0],[1.4227528999908827],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
31,0,31,[np.float64(0.4775)],[np.float64(-0.37125)],[1],[0],[0],1.7885448,['target'],31,0,31,0,64.5720996,,10,64.5543835,64.5720996,64.5720996,0.0383994,66.3430078,[np.float64(0.4775)],[np.float64(-0.37125)],[1],[0],[0],[1.78854479995789],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
32,0,32,[np.float64(-0.02)],[np.float64(-0.1975)],[1],[0],[0],1.4324224,['target'],32,0,32,0,66.4046972,,10,66.375273,66.4046972,66.4046972,0.0321071,67.8077698,[np.float64(-0.02)],[np.float64(-0.1975)],[1],[0],[0],[1.4324223999865353],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
33,0,33,[np.float64(-0.37625)],[np.float64(0.1325)],[1],[0],[0],1.8973997,['target'],33,0,33,0,67.8376413,,5,67.8265635,67.8376413,67.8376413,0.0186701,69.7240594,[np.float64(-0.37625)],[np.float64(0.1325)],[1],[0],[0],[1.8973997000139207],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
34,0,34,[np.float64(-0.04125)],[np.float64(0.17)],[1],[0],[0],1.3528459,['target'],34,0,34,0,69.7870745,,10,69.7537934,69.7870745,69.7870745,0.0295317,71.1067401,[np.float64(-0.04125)],[np.float64(0.17)],[1],[0],[0],[1.3528458999935538],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
35,0,35,[np.float64(-0.05125)],[np.float64(-0.16875)],[1],[0],[0],1.2450011,['target'],35,0,35,0,71.1693237,,10,71.1448338,71.1693237,71.1693237,0.037884,72.3899088,[np.float64(-0.05125)],[np.float64(-0.16875)],[1],[0],[0],[1.2450011000037193],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
36,0,36,[np.float64(-0.3325)],[np.float64(0.02375)],[1],[0],[0],2.8359133,['target'],36,0,36,0,72.4353337,,10,72.418876,72.4353337,72.4353337,0.028819,75.2549099,[np.float64(-0.3325)],[np.float64(0.02375)],[1],[0],[0],[2.8359132999903522],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
37,0,37,[np.float64(0.305)],[np.float64(0.17875)],[1],[0],[0],1.5137979,['target'],37,0,37,0,75.3007878,,5,75.2739184,75.3007878,75.3007878,0.0187435,76.7877832,[np.float64(0.305)],[np.float64(0.17875)],[1],[0],[0],[1.5137978999991901],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
38,0,38,[np.float64(0.45)],[np.float64(0.19375)],[1],[0],[0],1.2987116,['target'],38,0,38,0,76.8168596,,5,76.8051816,76.8168596,76.8168596,0.0172349,78.104007,[np.float64(0.45)],[np.float64(0.19375)],[1],[0],[0],[1.29871160001494],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
39,0,39,[np.float64(0.28)],[np.float64(0.14875)],[1],[0],[0],1.1107644,['target'],39,0,39,0,78.1331293,,5,78.1242048,78.1331293,78.1331293,0.020003,79.2350555,[np.float64(0.28)],[np.float64(0.14875)],[1],[0],[0],[1.1107643999857828],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
40,0,40,[np.float64(-0.32375)],[np.float64(0.3825)],[1],[0],[0],2.4312513,['target'],40,0,40,0,79.265925,,5,79.2526331,79.265925,79.265925,0.0174669,81.6840117,[np.float64(-0.32375)],[np.float64(0.3825)],[1],[0],[0],[2.431251300033182],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
41,0,41,[np.float64(0.47625)],[np.float64(0.24125)],[1],[0],[0],1.7201961,['target'],41,0,41,0,81.7312903,,10,81.714808,81.7312903,81.7312903,0.0305943,83.43512,[np.float64(0.47625)],[np.float64(0.24125)],[1],[0],[0],[1.720196100010071],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
42,0,42,[np.float64(-0.05125)],[np.float64(0.03375)],[1],[0],[0],2.778693,['target'],42,0,42,0,83.4975967,,10,83.4717159,83.4975967,83.4975967,0.0363233,86.2505225,[np.float64(-0.05125)],[np.float64(0.03375)],[1],[0],[0],[2.778693000029307],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
43,0,43,[np.float64(-0.0275)],[np.float64(-0.08875)],[1],[0],[0],1.1312634,[None],43,0,43,0,86.2793588,,5,86.2681844,86.2793588,86.2793588,0.0173816,87.3995675,[np.float64(-0.0275)],[np.float64(-0.08875)],[1],[0],[0],[1.1312634000205435],[None],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
44,0,44,[np.float64(0.31125)],[np.float64(-0.385)],[1],[0],[0],2.3328397,['target'],44,0,44,0,87.4622523,,10,87.4325306,87.4622523,87.4622523,0.0327893,89.7654957,[np.float64(0.31125)],[np.float64(-0.385)],[1],[0],[0],[2.332839699985925],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
45,0,45,[np.float64(-0.02125)],[np.float64(0.47125)],[1],[0],[0],2.2765808,['target'],45,0,45,0,89.8282464,,10,89.8053761,89.8282464,89.8282464,0.039603,92.0820746,[np.float64(-0.02125)],[np.float64(0.47125)],[1],[0],[0],[2.2765807999530807],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
46,0,46,[np.float64(0.2725)],[np.float64(0.46125)],[1],[0],[0],1.3292972,['target'],46,0,46,0,92.126977,,5,92.101506,92.126977,92.126977,0.0191653,93.4308929,[np.float64(0.2725)],[np.float64(0.46125)],[1],[0],[0],[1.3292971999617293],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
47,0,47,[np.float64(-0.38375)],[np.float64(0.31125)],[1],[0],[0],1.9978597,['target'],47,0,47,0,93.4933859,,10,93.4659476,93.4933859,93.4933859,0.0349424,95.4639397,[np.float64(-0.38375)],[np.float64(0.31125)],[1],[0],[0],[1.997859700000845],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
48,0,48,[np.float64(0.29625)],[np.float64(-0.06625)],[1],[0],[0],1.6138178,['target'],48,0,48,0,95.4920973,,5,95.4816477,95.4920973,95.4920973,0.0174428,97.095565,[np.float64(0.29625)],[np.float64(-0.06625)],[1],[0],[0],[1.6138178000110202],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
49,0,49,[np.float64(-0.2675)],[np.float64(0.24875)],[1],[0],[0],1.553459,['target'],49,0,49,0,97.1580656,,10,97.1255391,97.1580656,97.1580656,0.0298053,98.6792014,[np.float64(-0.2675)],[np.float64(0.24875)],[1],[0],[0],[1.5534590000170283],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
50,0,50,[np.float64(-0.1025)],[np.float64(0.295)],[1],[0],[0],1.2590194,['target'],50,0,50,0,98.7241409,,5,98.7019879,98.7241409,98.7241409,0.0225571,99.9611259,[np.float64(-0.1025)],[np.float64(0.295)],[1],[0],[0],[1.2590193999931216],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
51,0,51,[np.float64(-0.34125)],[np.float64(-0.2475)],[1],[0],[0],3.2155319,['target'],51,0,51,0,100.0234304,,10,99.9932711,100.0234304,100.0234304,0.0319542,103.2089281,[np.float64(-0.34125)],[np.float64(-0.2475)],[1],[0],[0],[3.215531900001224],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
52,0,52,[np.float64(-0.26)],[np.float64(-0.08625)],[1],[0],[0],1.2017896,['target'],52,0,52,0,103.2389408,,5,103.2255475,103.2389408,103.2389408,0.0163964,104.4274516,[np.float64(-0.26)],[np.float64(-0.08625)],[1],[0],[0],[1.2017896000179462],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
53,0,53,[np.float64(0.10375)],[np.float64(-0.27875)],[1],[0],[0],1.3289769,['target'],53,0,53,0,104.4550474,,5,104.4446422,104.4550474,104.4550474,0.0170217,105.7736912,[np.float64(0.10375)],[np.float64(-0.27875)],[1],[0],[0],[1.3289769000257365],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
54,0,54,[np.float64(-0.28)],[np.float64(-0.47625)],[1],[0],[0],1.6687303,['target'],54,0,54,0,105.8049599,,5,105.7891171,105.8049599,105.8049599,0.015305,107.4579546,[np.float64(-0.28)],[np.float64(-0.47625)],[1],[0],[0],[1.6687302999780513],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
55,0,55,[np.float64(-0.21)],[np.float64(0.145)],[1],[0],[0],1.966439,['target'],55,0,55,0,107.5202773,,10,107.4907148,107.5202773,107.5202773,0.032578,109.4572627,[np.float64(-0.21)],[np.float64(0.145)],[1],[0],[0],[1.9664389999816194],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
56,0,56,[np.float64(0.33125)],[np.float64(-0.46125)],[1],[0],[0],2.3653605,['target'],56,0,56,0,109.4861006,,5,109.4737717,109.4861006,109.4861006,0.0162712,111.8392394,[np.float64(0.33125)],[np.float64(-0.46125)],[1],[0],[0],[2.3653604999999516],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
57,0,57,[np.float64(-0.01625)],[np.float64(-0.16375)],[1],[0],[0],1.181356,['target'],57,0,57,0,111.86843,,5,111.8571943,111.86843,111.86843,0.0177341,113.0386582,[np.float64(-0.01625)],[np.float64(-0.16375)],[1],[0],[0],[1.1813559999573044],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
58,0,58,[np.float64(0.3125)],[np.float64(0.135)],[1],[0],[0],1.5961153,['target'],58,0,58,0,113.0678371,,5,113.0569321,113.0678371,113.0678371,0.0180938,114.6531972,[np.float64(0.3125)],[np.float64(0.135)],[1],[0],[0],[1.596115300024394],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
59,0,59,[np.float64(0.4275)],[np.float64(-0.41875)],[1],[0],[0],2.9158569,['target'],59,0,59,0,114.7004351,,10,114.6868626,114.7004351,114.7004351,0.0334581,117.6027964,[np.float64(0.4275)],[np.float64(-0.41875)],[1],[0],[0],[2.9158568999846466],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
60,0,60,[np.float64(0.3925)],[np.float64(-0.245)],[1],[0],[0],1.4327236,['target'],60,0,60,0,117.6326781,,5,117.6195507,117.6326781,117.6326781,0.0165998,119.0523842,[np.float64(0.3925)],[np.float64(-0.245)],[1],[0],[0],[1.432723600009922],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
61,0,61,[np.float64(-0.06375)],[np.float64(-0.21375)],[1],[0],[0],1.2637255,['target'],61,0,61,0,119.08214,,5,119.0703465,119.08214,119.08214,0.0177658,120.3341846,[np.float64(-0.06375)],[np.float64(-0.21375)],[1],[0],[0],[1.2637254999717698],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
62,0,62,[np.float64(-0.41)],[np.float64(0.165)],[1],[0],[0],3.0024961,['target'],62,0,62,0,120.3813679,,10,120.3650694,120.3813679,120.3813679,0.0307207,123.3677258,[np.float64(-0.41)],[np.float64(0.165)],[1],[0],[0],[3.002496099972632],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
63,0,63,[np.float64(-0.49125)],[np.float64(-0.19125)],[1],[0],[0],1.8374917,['target'],63,0,63,0,123.414089,,10,123.4016877,123.414089,123.414089,0.0336758,125.2393297,[np.float64(-0.49125)],[np.float64(-0.19125)],[1],[0],[0],[1.8374917000182904],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
64,0,64,[np.float64(0.14125)],[np.float64(0.49125)],[1],[0],[0],2.5104762,['target'],64,0,64,0,125.2793303,,5,125.2555661,125.2793303,125.2793303,0.015952,127.7661444,[np.float64(0.14125)],[np.float64(0.49125)],[1],[0],[0],[2.51047620002646],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
65,0,65,[np.float64(0.1275)],[np.float64(-0.36375)],[1],[0],[0],2.6137343,['target'],65,0,65,0,127.8284137,,10,127.8011591,127.8284137,127.8284137,0.0348785,130.4150318,[np.float64(0.1275)],[np.float64(-0.36375)],[1],[0],[0],[2.6137343000154942],['target'],participant 3,1,2025-10-01_19h59.40.349,untitled,,2025.1.1,59.85719272,2025-10-01 19h59.50.264654 +0530
