thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
147,0,147,[np.float64(-0.095)],[np.float64(0.44375)],[1],[0],[0],1.3161696,['target'],147,0,147,0,291.1117609,,5,291.1019838,291.1117609,291.1117609,0.0172891,292.4182732,[np.float64(-0.095)],[np.float64(0.44375)],[1],[0],[0],[1.3161696000024676],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
148,0,148,[np.float64(-0.26)],[np.float64(-0.37)],[1],[0],[0],3.0135206,['target'],148,0,148,0,292.4789149,,10,292.4489454,292.4789149,292.4789149,0.0304832,295.4625634,[np.float64(-0.26)],[np.float64(-0.37)],[1],[0],[0],[3.013520599983167],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
149,0,149,[np.float64(0.00625)],[np.float64(-0.30125)],[1],[0],[0],1.2546296,['target'],149,0,149,0,295.5098878,,10,295.4911258,295.5098878,295.5098878,0.0283914,296.7458877,[np.float64(0.00625)],[np.float64(-0.30125)],[1],[0],[0],[1.254629599978216],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
150,0,150,[np.float64(-0.25)],[np.float64(0.19)],[1],[0],[0],2.9819157,['target'],150,0,150,0,296.7762006,,5,296.7621338,296.7762006,296.7762006,0.0159672,299.7441431,[np.float64(-0.25)],[np.float64(0.19)],[1],[0],[0],[2.9819157000165433],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
151,0,151,[np.float64(0.3)],[np.float64(-0.15625)],[1],[0],[0],1.7044425,['target'],151,0,151,0,299.7746184,,5,299.7598888,299.7746184,299.7746184,0.0155797,301.4644596,[np.float64(0.3)],[np.float64(-0.15625)],[1],[0],[0],[1.7044425000203773],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
152,0,152,[np.float64(0.05125)],[np.float64(-0.01)],[1],[0],[0],2.960288,['target'],152,0,152,0,301.4909278,,5,301.4818114,301.4909278,301.4909278,0.0170862,304.4421894,[np.float64(0.05125)],[np.float64(-0.01)],[1],[0],[0],[2.96028799994383],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
153,0,153,[np.float64(0.1)],[np.float64(0.35875)],[1],[0],[0],1.521015,['target'],153,0,153,0,304.4728982,,5,304.4585061,304.4728982,304.4728982,0.0161752,305.979673,[np.float64(0.1)],[np.float64(0.35875)],[1],[0],[0],[1.5210150000057183],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
154,0,154,[np.float64(0.215)],[np.float64(0.4275)],[1],[0],[0],2.2625404,['target'],154,0,154,0,306.0056486,,5,305.9969934,306.0056486,306.0056486,0.0170768,308.2596384,[np.float64(0.215)],[np.float64(0.4275)],[1],[0],[0],[2.2625404000282288],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
155,0,155,[np.float64(0.2275)],[np.float64(0.2175)],[1],[0],[0],1.519676,['target'],155,0,155,0,308.3043825,,10,308.2879722,308.3043825,308.3043825,0.0281523,309.8077557,[np.float64(0.2275)],[np.float64(0.2175)],[1],[0],[0],[1.5196759999962524],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
156,0,156,[np.float64(-0.44)],[np.float64(0.09375)],[1],[0],[0],1.930825,['target'],156,0,156,0,309.8374852,,5,309.8254304,309.8374852,309.8374852,0.0174189,311.7563903,[np.float64(-0.44)],[np.float64(0.09375)],[1],[0],[0],[1.9308249999885447],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
157,0,157,[np.float64(-0.15875)],[np.float64(0.205)],[1],[0],[0],1.319907,['target'],157,0,157,0,311.7865096,,5,311.7732419,311.7865096,311.7865096,0.0166578,313.0933377,[np.float64(-0.15875)],[np.float64(0.205)],[1],[0],[0],[1.319906999997329],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
158,0,158,[np.float64(-0.065)],[np.float64(-0.33)],[1],[0],[0],1.5986939,['target'],158,0,158,0,313.1529939,,10,313.1255665,313.1529939,313.1529939,0.0319508,314.7243685,[np.float64(-0.065)],[np.float64(-0.33)],[1],[0],[0],[1.5986938999849372],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
159,0,159,[np.float64(-0.37)],[np.float64(-0.375)],[1],[0],[0],1.9831571,['target'],159,0,159,0,314.7857365,,10,314.7572462,314.7857365,314.7857365,0.0326119,316.7405121,[np.float64(-0.37)],[np.float64(-0.375)],[1],[0],[0],[1.9831571000395343],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
160,0,160,[np.float64(0.28375)],[np.float64(-0.31)],[1],[0],[0],1.8851276,['target'],160,0,160,0,316.7845709,,10,316.770579,316.7845709,316.7845709,0.0298236,318.6559281,[np.float64(0.28375)],[np.float64(-0.31)],[1],[0],[0],[1.8851275999913923],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
161,0,161,[np.float64(0.37375)],[np.float64(-0.24625)],[1],[0],[0],1.4177232,['target'],161,0,161,0,318.6834994,,5,318.6735375,318.6834994,318.6834994,0.0173486,320.0913603,[np.float64(0.37375)],[np.float64(-0.24625)],[1],[0],[0],[1.4177231999929063],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
162,0,162,[np.float64(0.26875)],[np.float64(-0.03125)],[1],[0],[0],2.0426438,['target'],162,0,162,0,320.1329719,,5,320.1112882,320.1329719,320.1329719,0.0197512,322.1540398,[np.float64(0.26875)],[np.float64(-0.03125)],[1],[0],[0],[2.0426438000286],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
163,0,163,[np.float64(0.4425)],[np.float64(-0.44)],[1],[0],[0],2.0594253,[None],163,0,163,0,322.1995078,,5,322.1754552,322.1995078,322.1995078,0.0212317,324.2350373,[np.float64(0.4425)],[np.float64(-0.44)],[1],[0],[0],[2.059425299987197],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
164,0,164,[np.float64(-0.025)],[np.float64(-0.105)],[1],[0],[0],1.6851848,['target'],164,0,164,0,324.2976135,,10,324.2668275,324.2976135,324.2976135,0.0315222,325.9521377,[np.float64(-0.025)],[np.float64(-0.105)],[1],[0],[0],[1.6851848000078462],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
165,0,165,[np.float64(0.40375)],[np.float64(-0.33125)],[1],[0],[0],3.4432871,['target'],165,0,165,0,326.0139776,,10,325.9889459,326.0139776,326.0139776,0.0365105,329.4323553,[np.float64(0.40375)],[np.float64(-0.33125)],[1],[0],[0],[3.4432871000026353],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
166,0,166,[np.float64(-0.24625)],[np.float64(0.155)],[1],[0],[0],5.0161141,['target'],166,0,166,0,329.4786335,,10,329.4630196,329.4786335,329.4786335,0.0304165,334.4792523,[np.float64(-0.24625)],[np.float64(0.155)],[1],[0],[0],[5.016114099998958],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
167,0,167,[np.float64(-0.34875)],[np.float64(0.2975)],[1],[0],[0],3.4078907,['target'],167,0,167,0,334.526849,,10,334.5058377,334.526849,334.526849,0.0262992,337.9138516,[np.float64(-0.34875)],[np.float64(0.2975)],[1],[0],[0],[3.40789070003666],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
168,0,168,[np.float64(0.35)],[np.float64(0.2675)],[1],[0],[0],1.6489896,['target'],168,0,168,0,337.9757966,,10,337.9473161,337.9757966,337.9757966,0.0332356,339.5964512,[np.float64(0.35)],[np.float64(0.2675)],[1],[0],[0],[1.6489896000130102],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
169,0,169,[np.float64(-0.21875)],[np.float64(0.40375)],[1],[0],[0],2.1155072,['target'],169,0,169,0,339.6413681,,10,339.6273624,339.6413681,339.6413681,0.0306208,341.7429585,[np.float64(-0.21875)],[np.float64(0.40375)],[1],[0],[0],[2.115507200011052],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
170,0,170,[np.float64(0.115)],[np.float64(-0.24)],[1],[0],[0],1.5664242,['target'],170,0,170,0,341.7731924,,5,341.759296,341.7731924,341.7731924,0.016148,343.325815,[np.float64(0.115)],[np.float64(-0.24)],[1],[0],[0],[1.5664242000202648],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
171,0,171,[np.float64(0.39875)],[np.float64(-0.47375)],[1],[0],[0],3.7678576,['target'],171,0,171,0,343.372676,,10,343.3556912,343.372676,343.372676,0.0297333,347.1237148,[np.float64(0.39875)],[np.float64(-0.47375)],[1],[0],[0],[3.767857600003481],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
172,0,172,[np.float64(0.31625)],[np.float64(-0.37625)],[1],[0],[0],2.7666643,['target'],172,0,172,0,347.154173,,5,347.1403598,347.154173,347.154173,0.0163893,349.9071285,[np.float64(0.31625)],[np.float64(-0.37625)],[1],[0],[0],[2.766664299997501],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
173,0,173,[np.float64(-0.255)],[np.float64(0.14625)],[1],[0],[0],2.1884301,['target'],173,0,173,0,349.954162,,10,349.9361095,349.954162,349.954162,0.0288044,352.1246864,[np.float64(-0.255)],[np.float64(0.14625)],[1],[0],[0],[2.1884300999809057],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
174,0,174,[np.float64(-0.25125)],[np.float64(-0.07625)],[1],[0],[0],2.502483,['target'],174,0,174,0,352.1692386,,10,352.1533858,352.1692386,352.1692386,0.0283593,354.6560633,[np.float64(-0.25125)],[np.float64(-0.07625)],[1],[0],[0],[2.5024829999892972],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
175,0,175,[np.float64(0.27125)],[np.float64(0.075)],[1],[0],[0],1.4454339,['target'],175,0,175,0,354.6851489,,5,354.6748133,354.6851489,354.6851489,0.0183617,356.1203374,[np.float64(0.27125)],[np.float64(0.075)],[1],[0],[0],[1.445433899993077],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
176,0,176,[np.float64(-0.3825)],[np.float64(0.22)],[1],[0],[0],2.0246623,['target'],176,0,176,0,356.1670522,,10,356.1488347,356.1670522,356.1670522,0.0283336,358.173621,[np.float64(-0.3825)],[np.float64(0.22)],[1],[0],[0],[2.0246623000130057],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
177,0,177,[np.float64(-0.2925)],[np.float64(-0.41375)],[1],[0],[0],1.8579067,['target'],177,0,177,0,358.2173975,,5,358.1974957,358.2173975,358.2173975,0.0236283,360.0555115,[np.float64(-0.2925)],[np.float64(-0.41375)],[1],[0],[0],[1.857906700053718],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
178,0,178,[np.float64(-0.36625)],[np.float64(-0.14375)],[1],[0],[0],1.7634925,['target'],178,0,178,0,360.1163748,,10,360.0900489,360.1163748,360.1163748,0.0343077,361.8536544,[np.float64(-0.36625)],[np.float64(-0.14375)],[1],[0],[0],[1.7634925000020303],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
179,0,179,[np.float64(-0.1925)],[np.float64(0.305)],[1],[0],[0],1.6646867,['target'],179,0,179,0,361.899058,,5,361.8731,361.899058,361.899058,0.0192423,363.5378998,[np.float64(-0.1925)],[np.float64(0.305)],[1],[0],[0],[1.6646866999799386],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
180,0,180,[np.float64(0.31875)],[np.float64(-0.15)],[1],[0],[0],1.6934142,['target'],180,0,180,0,363.5978137,,10,363.5746797,363.5978137,363.5978137,0.0365543,365.2682481,[np.float64(0.31875)],[np.float64(-0.15)],[1],[0],[0],[1.6934141999809071],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
181,0,181,[np.float64(-0.0675)],[np.float64(0.1075)],[1],[0],[0],1.6705686,[None],181,0,181,0,365.3130341,,10,365.2985803,365.3130341,365.3130341,0.0300808,366.9692564,[np.float64(-0.0675)],[np.float64(0.1075)],[1],[0],[0],[1.6705686000059359],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
182,0,182,[np.float64(0.4825)],[np.float64(0.23125)],[1],[0],[0],1.6454516,['target'],182,0,182,0,367.0121784,,5,366.9883087,367.0121784,367.0121784,0.018773,368.6338793,[np.float64(0.4825)],[np.float64(0.23125)],[1],[0],[0],[1.6454516000230797],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
183,0,183,[np.float64(-0.18)],[np.float64(0.28375)],[1],[0],[0],1.6815179,['target'],183,0,183,0,368.6616257,,5,368.6510794,368.6616257,368.6616257,0.016997,370.3328833,[np.float64(-0.18)],[np.float64(0.28375)],[1],[0],[0],[1.6815179000259377],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
184,0,184,[np.float64(-0.1175)],[np.float64(0.31125)],[1],[0],[0],1.3825263,[None],184,0,184,0,370.3943362,,10,370.3644575,370.3943362,370.3943362,0.0312818,371.7470633,[np.float64(-0.1175)],[np.float64(0.31125)],[1],[0],[0],[1.3825262999744155],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
185,0,185,[np.float64(0.48375)],[np.float64(-0.3675)],[1],[0],[0],1.9839359,['target'],185,0,185,0,371.7777107,,5,371.7638134,371.7777107,371.7777107,0.0165053,373.7479224,[np.float64(0.48375)],[np.float64(-0.3675)],[1],[0],[0],[1.9839359000325203],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
186,0,186,[np.float64(0.43)],[np.float64(-0.385)],[1],[0],[0],1.3696749,['target'],186,0,186,0,373.7925503,,10,373.7784806,373.7925503,373.7925503,0.0303158,375.1482696,[np.float64(0.43)],[np.float64(-0.385)],[1],[0],[0],[1.369674900022801],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
187,0,187,[np.float64(0.06375)],[np.float64(0.005)],[1],[0],[0],1.6812374,['target'],187,0,187,0,375.19372,,5,375.1672151,375.19372,375.19372,0.0187021,376.8487362,[np.float64(0.06375)],[np.float64(0.005)],[1],[0],[0],[1.681237399985548],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
188,0,188,[np.float64(-0.10375)],[np.float64(0.4275)],[1],[0],[0],2.0617711,['target'],188,0,188,0,376.8926235,,5,376.866846,376.8926235,376.8926235,0.0177991,378.9287228,[np.float64(-0.10375)],[np.float64(0.4275)],[1],[0],[0],[2.0617711000377312],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
189,0,189,[np.float64(0.135)],[np.float64(-0.31125)],[1],[0],[0],1.9001894,['target'],189,0,189,0,378.9575363,,5,378.9471846,378.9575363,378.9575363,0.018233,380.8474998,[np.float64(0.135)],[np.float64(-0.31125)],[1],[0],[0],[1.9001894000102766],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
190,0,190,[np.float64(0.1225)],[np.float64(0.48)],[1],[0],[0],2.0308915,['target'],190,0,190,0,380.9079476,,10,380.8803769,380.9079476,380.9079476,0.032688,382.9114106,[np.float64(0.1225)],[np.float64(0.48)],[1],[0],[0],[2.030891500005964],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
191,0,191,[np.float64(0.37625)],[np.float64(0.15625)],[1],[0],[0],1.3645844,['target'],191,0,191,0,382.9567441,,5,382.9306905,382.9567441,382.9567441,0.0189466,384.2954649,[np.float64(0.37625)],[np.float64(0.15625)],[1],[0],[0],[1.364584399969317],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
192,0,192,[np.float64(0.325)],[np.float64(-0.39125)],[1],[0],[0],1.7271812,['target'],192,0,192,0,384.3395397,,5,384.3155135,384.3395397,384.3395397,0.0198028,386.0428023,[np.float64(0.325)],[np.float64(-0.39125)],[1],[0],[0],[1.7271811999962665],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
193,0,193,[np.float64(-0.48)],[np.float64(-0.16)],[1],[0],[0],1.7139228,['target'],193,0,193,0,386.0710837,,5,386.0617972,386.0710837,386.0710837,0.0188206,387.7758599,[np.float64(-0.48)],[np.float64(-0.16)],[1],[0],[0],[1.7139227999723516],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
194,0,194,[np.float64(0.16125)],[np.float64(0.31625)],[1],[0],[0],1.5617572,['target'],194,0,194,0,387.8039077,,5,387.7938131,387.8039077,387.8039077,0.017632,389.3556587,[np.float64(0.16125)],[np.float64(0.31625)],[1],[0],[0],[1.5617571999900974],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
195,0,195,[np.float64(-0.44625)],[np.float64(0.48125)],[1],[0],[0],1.5828121,['target'],195,0,195,0,389.3867636,,5,389.3721212,389.3867636,389.3867636,0.01632,390.9550346,[np.float64(-0.44625)],[np.float64(0.48125)],[1],[0],[0],[1.5828121000085957],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
196,0,196,[np.float64(0.455)],[np.float64(0.2)],[1],[0],[0],1.6752045,['target'],196,0,196,0,391.0024914,,10,390.9816322,391.0024914,391.0024914,0.0264062,392.6569542,[np.float64(0.455)],[np.float64(0.2)],[1],[0],[0],[1.6752044999739155],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
197,0,197,[np.float64(0.40625)],[np.float64(0.21)],[1],[0],[0],1.0468163,['target'],197,0,197,0,392.7021661,,5,392.6776806,392.7021661,392.7021661,0.02051,393.7246172,[np.float64(0.40625)],[np.float64(0.21)],[1],[0],[0],[1.0468163000186905],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
198,0,198,[np.float64(0.1475)],[np.float64(-0.0875)],[1],[0],[0],1.762017,['target'],198,0,198,0,393.7690585,,5,393.7448013,393.7690585,393.7690585,0.0199634,395.5069337,[np.float64(0.1475)],[np.float64(-0.0875)],[1],[0],[0],[1.7620170000009239],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
199,0,199,[np.float64(0.1475)],[np.float64(-0.0875)],[1],[0],[0],0.1779341,[None],199,0,199,0,395.5676463,,10,395.5440205,395.5676463,395.5676463,0.0368933,395.7221236,[np.float64(0.1475)],[np.float64(-0.0875)],[1],[0],[0],[0.17793409997830167],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,1.964064874,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10,1.983103764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,slope,0.003807778,,,,,,,,,,,,,,,,,,,,,,,,,,,
