thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0,0,0,[np.float64(0.135)],[np.float64(0.19875)],[1],[0],[0],2.2579671,[None],0,0,0,0,0.0371646,,5,0.0226498,0.0371646,0.0371646,0.022678,2.2807703,[np.float64(0.135)],[np.float64(0.19875)],[1],[0],[0],[2.2579671000130475],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
1,0,1,[np.float64(0.45)],[np.float64(0.1275)],[1],[0],[0],1.2694953,[None],1,0,1,0,2.320031,,5,2.3048948,2.320031,2.320031,0.0238836,3.5745105,[np.float64(0.45)],[np.float64(0.1275)],[1],[0],[0],[1.2694952999590896],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
2,0,2,[np.float64(0.1175)],[np.float64(-0.11)],[1],[0],[0],0.9585524,['target'],2,0,2,0,3.6204048,,5,3.5955971,3.6204048,3.6204048,0.0208913,4.5542448,[np.float64(0.1175)],[np.float64(-0.11)],[1],[0],[0],[0.9585523999994621],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
3,0,3,[np.float64(0.21875)],[np.float64(-0.025)],[1],[0],[0],1.0715036,[None],3,0,3,0,4.5859938,,5,4.5695326,4.5859938,4.5859938,0.0151501,5.64118,[np.float64(0.21875)],[np.float64(-0.025)],[1],[0],[0],[1.071503599989228],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
4,0,4,[np.float64(0.37125)],[np.float64(-0.335)],[1],[0],[0],1.3259683,[None],4,0,4,0,5.7024317,,10,5.6776507,5.7024317,5.7024317,0.0362175,7.0037988,[np.float64(0.37125)],[np.float64(-0.335)],[1],[0],[0],[1.3259682999923825],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
5,0,5,[np.float64(-0.14)],[np.float64(-0.22375)],[1],[0],[0],1.3007962,['target'],5,0,5,0,7.0509655,,10,7.0371892,7.0509655,7.0509655,0.0331304,8.3380769,[np.float64(-0.14)],[np.float64(-0.22375)],[1],[0],[0],[1.3007961999974214],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
6,0,6,[np.float64(0.03)],[np.float64(-0.22625)],[1],[0],[0],2.2071864,['target'],6,0,6,0,8.3847964,,10,8.3657822,8.3847964,8.3847964,0.0275408,10.5731176,[np.float64(0.03)],[np.float64(-0.22625)],[1],[0],[0],[2.2071863999590278],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
7,0,7,[np.float64(0.06375)],[np.float64(0.11375)],[1],[0],[0],1.227007,[None],7,0,7,0,10.6162897,,5,10.5924183,10.6162897,10.6162897,0.0190335,11.8195472,[np.float64(0.06375)],[np.float64(0.11375)],[1],[0],[0],[1.227007000008598],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
8,0,8,[np.float64(-0.125)],[np.float64(0.185)],[1],[0],[0],1.0837421,['target'],8,0,8,0,11.882229,,10,11.8535218,11.882229,11.882229,0.0337939,12.9374533,[np.float64(-0.125)],[np.float64(0.185)],[1],[0],[0],[1.08374209998874],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
9,0,9,[np.float64(-0.32125)],[np.float64(0.195)],[1],[0],[0],1.6159511,['target'],9,0,9,0,12.999478,,10,12.9713141,12.999478,12.999478,0.033435,14.5873819,[np.float64(-0.32125)],[np.float64(0.195)],[1],[0],[0],[1.6159510999568738],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
10,0,10,[np.float64(-0.29)],[np.float64(-0.225)],[1],[0],[0],1.6919059,['target'],10,0,10,0,14.6325498,,5,14.6075539,14.6325498,14.6325498,0.0198783,16.2995541,[np.float64(-0.29)],[np.float64(-0.225)],[1],[0],[0],[1.6919059000210837],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
11,0,11,[np.float64(0.265)],[np.float64(0.07125)],[1],[0],[0],1.4097331,['target'],11,0,11,0,16.3467524,,10,16.3281868,16.3467524,16.3467524,0.0284875,17.7380635,[np.float64(0.265)],[np.float64(0.07125)],[1],[0],[0],[1.4097331000375561],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
12,0,12,[np.float64(0.1475)],[np.float64(0.44125)],[1],[0],[0],2.488358,['target'],12,0,12,0,17.7963236,,10,17.7789157,17.7963236,17.7963236,0.0405885,20.2673902,[np.float64(0.1475)],[np.float64(0.44125)],[1],[0],[0],[2.488357999944128],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
13,0,13,[np.float64(0.07875)],[np.float64(-0.29125)],[1],[0],[0],1.8928769,['target'],13,0,13,0,20.3130203,,5,20.287855,20.3130203,20.3130203,0.020197,22.1808123,[np.float64(0.07875)],[np.float64(-0.29125)],[1],[0],[0],[1.8928769000340253],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
14,0,14,[np.float64(0.175)],[np.float64(-0.34125)],[1],[0],[0],1.109656,[None],14,0,14,0,22.2277195,,10,22.2073495,22.2277195,22.2277195,0.0263694,23.3172183,[np.float64(0.175)],[np.float64(-0.34125)],[1],[0],[0],[1.1096559999859892],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
15,0,15,[np.float64(0.06875)],[np.float64(-0.41625)],[1],[0],[0],1.8297735,['target'],15,0,15,0,23.3618062,,5,23.3360544,23.3618062,23.3618062,0.0184833,25.1660242,[np.float64(0.06875)],[np.float64(-0.41625)],[1],[0],[0],[1.8297734999796376],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
16,0,16,[np.float64(-0.17125)],[np.float64(-0.2725)],[1],[0],[0],1.2810008,['target'],16,0,16,0,25.1939663,,5,25.1841717,25.1939663,25.1939663,0.0178727,26.4652986,[np.float64(-0.17125)],[np.float64(-0.2725)],[1],[0],[0],[1.281000800023321],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
17,0,17,[np.float64(0.4375)],[np.float64(0.0225)],[1],[0],[0],2.176936,['target'],17,0,17,0,26.5267732,,10,26.5011669,26.5267732,26.5267732,0.0356257,28.6782857,[np.float64(0.4375)],[np.float64(0.0225)],[1],[0],[0],[2.1769360000034794],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
18,0,18,[np.float64(0.375)],[np.float64(-0.49)],[1],[0],[0],2.2841769,['target'],18,0,18,0,28.7082392,,5,28.6966533,28.7082392,28.7082392,0.0180452,30.9809609,[np.float64(0.375)],[np.float64(-0.49)],[1],[0],[0],[2.2841768999933265],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
19,0,19,[np.float64(0.33625)],[np.float64(-0.26375)],[1],[0],[0],1.1574996,['target'],19,0,19,0,31.0251863,,5,31.0019376,31.0251863,31.0251863,0.0207014,32.1595951,[np.float64(0.33625)],[np.float64(-0.26375)],[1],[0],[0],[1.1574995999690145],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
20,0,20,[np.float64(-0.15625)],[np.float64(0.15)],[1],[0],[0],1.7357946,['target'],20,0,20,0,32.1909174,,5,32.1753052,32.1909174,32.1909174,0.0155124,33.9112118,[np.float64(-0.15625)],[np.float64(0.15)],[1],[0],[0],[1.7357946000411175],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
21,0,21,[np.float64(0.38625)],[np.float64(-0.00375)],[1],[0],[0],1.8127107,['target'],21,0,21,0,33.9567749,,5,33.9311562,33.9567749,33.9567749,0.0197956,35.7439928,[np.float64(0.38625)],[np.float64(-0.00375)],[1],[0],[0],[1.8127106999745592],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
22,0,22,[np.float64(0.01)],[np.float64(0.3975)],[1],[0],[0],2.2775324,['target'],22,0,22,0,35.7897521,,5,35.7658421,35.7897521,35.7897521,0.0216406,38.0434968,[np.float64(0.01)],[np.float64(0.3975)],[1],[0],[0],[2.2775323999812827],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
23,0,23,[np.float64(-0.33875)],[np.float64(-0.14125)],[1],[0],[0],1.7892811,['target'],23,0,23,0,38.0882791,,5,38.0675392,38.0882791,38.0882791,0.0238216,39.8570003,[np.float64(-0.33875)],[np.float64(-0.14125)],[1],[0],[0],[1.789281099976506],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
24,0,24,[np.float64(0.1125)],[np.float64(0.16375)],[1],[0],[0],1.675229,['target'],24,0,24,0,39.9205297,,10,39.9013971,39.9205297,39.9205297,0.0440677,41.5767766,[np.float64(0.1125)],[np.float64(0.16375)],[1],[0],[0],[1.6752289999858476],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
25,0,25,[np.float64(-0.07375)],[np.float64(-0.16)],[1],[0],[0],1.2629533,['target'],25,0,25,0,41.6364892,,10,41.6083708,41.6364892,41.6364892,0.0312305,42.8714128,[np.float64(-0.07375)],[np.float64(-0.16)],[1],[0],[0],[1.2629533000290394],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
26,0,26,[np.float64(0.10875)],[np.float64(0.3975)],[1],[0],[0],1.5883943,['target'],26,0,26,0,42.9185204,,10,42.9009995,42.9185204,42.9185204,0.0294192,44.489511,[np.float64(0.10875)],[np.float64(0.3975)],[1],[0],[0],[1.5883942999644205],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
27,0,27,[np.float64(-0.1475)],[np.float64(-0.0925)],[1],[0],[0],1.565194,['target'],27,0,27,0,44.5191349,,5,44.5068895,44.5191349,44.5191349,0.0171476,46.072258,[np.float64(-0.1475)],[np.float64(-0.0925)],[1],[0],[0],[1.5651939999661408],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
28,0,28,[np.float64(-0.2725)],[np.float64(0.00375)],[1],[0],[0],1.0858681,['target'],28,0,28,0,46.1174231,,10,46.1035416,46.1174231,46.1174231,0.0310897,47.1895545,[np.float64(-0.2725)],[np.float64(0.00375)],[1],[0],[0],[1.085868099995423],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
29,0,29,[np.float64(-0.48)],[np.float64(-0.08375)],[1],[0],[0],1.467435,['target'],29,0,29,0,47.2336079,,10,47.2209556,47.2336079,47.2336079,0.031148,48.6885586,[np.float64(-0.48)],[np.float64(-0.08375)],[1],[0],[0],[1.467434999998659],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
30,0,30,[np.float64(0.2925)],[np.float64(-0.18125)],[1],[0],[0],1.6826422,['target'],30,0,30,0,48.7166468,,5,48.7066122,48.7166468,48.7166468,0.0177599,50.3893668,[np.float64(0.2925)],[np.float64(-0.18125)],[1],[0],[0],[1.6826422000303864],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
31,0,31,[np.float64(0.0475)],[np.float64(0.29)],[1],[0],[0],2.0788468,['target'],31,0,31,0,50.4495794,,10,50.4239995,50.4495794,50.4495794,0.0344192,52.5029892,[np.float64(0.0475)],[np.float64(0.29)],[1],[0],[0],[2.078846800024621],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
32,0,32,[np.float64(-0.30625)],[np.float64(0.27125)],[1],[0],[0],1.3830386,['target'],32,0,32,0,52.5314672,,5,52.5210569,52.5314672,52.5314672,0.0177235,53.9042086,[np.float64(-0.30625)],[np.float64(0.27125)],[1],[0],[0],[1.3830386000336148],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
33,0,33,[np.float64(0.405)],[np.float64(-0.11625)],[1],[0],[0],2.5743888,['target'],33,0,33,0,53.9488515,,5,53.9254322,53.9488515,53.9488515,0.0209804,56.5000728,[np.float64(0.405)],[np.float64(-0.11625)],[1],[0],[0],[2.574388800014276],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
34,0,34,[np.float64(-0.5075)],[np.float64(0.48875)],[1],[0],[0],2.7258108,['target'],34,0,34,0,56.5477823,,5,56.5224063,56.5477823,56.5477823,0.0220411,59.2483604,[np.float64(-0.5075)],[np.float64(0.48875)],[1],[0],[0],[2.725810799980536],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
35,0,35,[np.float64(-0.41875)],[np.float64(-0.065)],[1],[0],[0],1.4467522,[None],35,0,35,0,59.2791059,,5,59.2672862,59.2791059,59.2791059,0.0186505,60.7141726,[np.float64(-0.41875)],[np.float64(-0.065)],[1],[0],[0],[1.4467521999613382],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
36,0,36,[np.float64(-0.50875)],[np.float64(-0.2475)],[1],[0],[0],1.6679951,['target'],36,0,36,0,60.7626548,,5,60.7349968,60.7626548,60.7626548,0.020594,62.4031415,[np.float64(-0.50875)],[np.float64(-0.2475)],[1],[0],[0],[1.667995100026019],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
37,0,37,[np.float64(-0.12625)],[np.float64(0.42625)],[1],[0],[0],1.327817,['target'],37,0,37,0,62.4270644,,5,62.4184439,62.4270644,62.4270644,0.0150864,63.746377,[np.float64(-0.12625)],[np.float64(0.42625)],[1],[0],[0],[1.3278169999830425],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
38,0,38,[np.float64(-0.11125)],[np.float64(-0.24)],[1],[0],[0],1.5657876,['target'],38,0,38,0,63.7770593,,5,63.7628828,63.7770593,63.7770593,0.0162557,65.3288242,[np.float64(-0.11125)],[np.float64(-0.24)],[1],[0],[0],[1.5657876000041142],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
39,0,39,[np.float64(-0.0475)],[np.float64(-0.21625)],[1],[0],[0],1.3498085,['target'],39,0,39,0,65.3597308,,5,65.3474385,65.3597308,65.3597308,0.0183061,66.6973757,[np.float64(-0.0475)],[np.float64(-0.21625)],[1],[0],[0],[1.349808499973733],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
40,0,40,[np.float64(0.16)],[np.float64(0.17125)],[1],[0],[0],1.509137,['target'],40,0,40,0,66.7594916,,10,66.7346541,66.7594916,66.7594916,0.0369756,68.2438775,[np.float64(0.16)],[np.float64(0.17125)],[1],[0],[0],[1.5091370000154711],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
41,0,41,[np.float64(-0.45125)],[np.float64(-0.375)],[1],[0],[0],2.3764282,[None],41,0,41,0,68.2909884,,10,68.2727593,68.2909884,68.2909884,0.0287021,70.6492824,[np.float64(-0.45125)],[np.float64(-0.375)],[1],[0],[0],[2.376428199990187],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
42,0,42,[np.float64(-0.16)],[np.float64(0.23875)],[1],[0],[0],1.3958119,['target'],42,0,42,0,70.6737578,,5,70.66434,70.6737578,70.6737578,0.0148765,72.0603652,[np.float64(-0.16)],[np.float64(0.23875)],[1],[0],[0],[1.395811899972614],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
43,0,43,[np.float64(0.03625)],[np.float64(0.23875)],[1],[0],[0],1.2515899,['target'],43,0,43,0,72.106027,,10,72.0901114,72.106027,72.106027,0.0295315,73.3417871,[np.float64(0.03625)],[np.float64(0.23875)],[1],[0],[0],[1.2515898999990895],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
44,0,44,[np.float64(0.09125)],[np.float64(-0.0275)],[1],[0],[0],1.8398759,['target'],44,0,44,0,73.3888221,,10,73.370596,73.3888221,73.3888221,0.0286412,75.2106363,[np.float64(0.09125)],[np.float64(-0.0275)],[1],[0],[0],[1.8398759000119753],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
45,0,45,[np.float64(0.435)],[np.float64(-0.36)],[1],[0],[0],1.757852,['target'],45,0,45,0,75.2563518,,5,75.233218,75.2563518,75.2563518,0.0222212,76.991212,[np.float64(0.435)],[np.float64(-0.36)],[1],[0],[0],[1.7578520000097342],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
46,0,46,[np.float64(0.10125)],[np.float64(0.33875)],[1],[0],[0],1.6311612,['target'],46,0,46,0,77.0541098,,10,77.0261714,77.0541098,77.0541098,0.0347466,78.6574507,[np.float64(0.10125)],[np.float64(0.33875)],[1],[0],[0],[1.6311611999990419],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
47,0,47,[np.float64(-0.00125)],[np.float64(0.2875)],[1],[0],[0],0.9794088,['target'],47,0,47,0,78.70331,,5,78.6804636,78.70331,78.70331,0.0227409,79.6599923,[np.float64(-0.00125)],[np.float64(0.2875)],[1],[0],[0],[0.979408799961675],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
48,0,48,[np.float64(0.16125)],[np.float64(-0.03)],[1],[0],[0],1.3560324,[None],48,0,48,0,79.7043015,,5,79.6830661,79.7043015,79.7043015,0.0228558,81.0392516,[np.float64(0.16125)],[np.float64(-0.03)],[1],[0],[0],[1.3560323999845423],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
49,0,49,[np.float64(0.305)],[np.float64(0.46375)],[1],[0],[0],1.4004704,['target'],49,0,49,0,81.069745,,5,81.0562126,81.069745,81.069745,0.0167049,82.4568393,[np.float64(0.305)],[np.float64(0.46375)],[1],[0],[0],[1.4004703999962658],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
50,0,50,[np.float64(-0.31875)],[np.float64(0.07125)],[1],[0],[0],2.832841,['target'],50,0,50,0,82.5187454,,10,82.491015,82.5187454,82.5187454,0.0338962,85.3240181,[np.float64(-0.31875)],[np.float64(0.07125)],[1],[0],[0],[2.832840999995824],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
51,0,51,[np.float64(-0.22125)],[np.float64(0.44625)],[1],[0],[0],1.6474917,['target'],51,0,51,0,85.3840007,,10,85.3551318,85.3840007,85.3840007,0.0307642,87.0027241,[np.float64(-0.22125)],[np.float64(0.44625)],[1],[0],[0],[1.6474917000159621],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
52,0,52,[np.float64(-0.39125)],[np.float64(-0.39875)],[1],[0],[0],3.5521863,['target'],52,0,52,0,87.0333974,,5,87.0175125,87.0333974,87.0333974,0.0145713,90.5698647,[np.float64(-0.39125)],[np.float64(-0.39875)],[1],[0],[0],[3.5521862999885343],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
53,0,53,[np.float64(-0.31875)],[np.float64(0.2725)],[1],[0],[0],1.5862133,['target'],53,0,53,0,90.6154123,,10,90.6015368,90.6154123,90.6154123,0.0313802,92.1879055,[np.float64(-0.31875)],[np.float64(0.2725)],[1],[0],[0],[1.5862133000046015],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
54,0,54,[np.float64(0.41)],[np.float64(-0.44625)],[1],[0],[0],2.2449284,['target'],54,0,54,0,92.2321121,,5,92.2074458,92.2321121,92.2321121,0.0191385,94.4525471,[np.float64(0.41)],[np.float64(-0.44625)],[1],[0],[0],[2.2449283999740146],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
55,0,55,[np.float64(-0.02)],[np.float64(0.27125)],[1],[0],[0],1.6330907,[None],55,0,55,0,94.5136033,,10,94.4840745,94.5136033,94.5136033,0.0312071,96.1173155,[np.float64(-0.02)],[np.float64(0.27125)],[1],[0],[0],[1.6330907000228763],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
56,0,56,[np.float64(0.225)],[np.float64(0.0025)],[1],[0],[0],2.3129639,['target'],56,0,56,0,96.1790567,,10,96.1555373,96.1790567,96.1790567,0.0379716,98.4686483,[np.float64(0.225)],[np.float64(0.0025)],[1],[0],[0],[2.312963900039904],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
57,0,57,[np.float64(-0.43375)],[np.float64(-0.315)],[1],[0],[0],2.1121639,['target'],57,0,57,0,98.5288108,,10,98.5016798,98.5288108,98.5288108,0.0328063,100.6139614,[np.float64(-0.43375)],[np.float64(-0.315)],[1],[0],[0],[2.112163900048472],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
58,0,58,[np.float64(-0.33)],[np.float64(-0.03625)],[1],[0],[0],1.1502879,['target'],58,0,58,0,100.644933,,5,100.6303021,100.644933,100.644933,0.01604,101.7807473,[np.float64(-0.33)],[np.float64(-0.03625)],[1],[0],[0],[1.1502879000036046],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
59,0,59,[np.float64(0.41125)],[np.float64(-0.47375)],[1],[0],[0],2.1677212,['target'],59,0,59,0,101.8273413,,10,101.8119874,101.8273413,101.8273413,0.0309656,103.9798144,[np.float64(0.41125)],[np.float64(-0.47375)],[1],[0],[0],[2.167721200035885],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
60,0,60,[np.float64(-0.0475)],[np.float64(0.31875)],[1],[0],[0],1.8379708,['target'],60,0,60,0,104.025617,,10,104.0097135,104.025617,104.025617,0.0296203,105.8478018,[np.float64(-0.0475)],[np.float64(0.31875)],[1],[0],[0],[1.8379707999993116],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
61,0,61,[np.float64(-0.3875)],[np.float64(-0.4525)],[1],[0],[0],4.1441927,['target'],61,0,61,0,105.8752698,,5,105.8663648,105.8752698,105.8752698,0.0182975,110.010632,[np.float64(-0.3875)],[np.float64(-0.4525)],[1],[0],[0],[4.14419269998325],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
62,0,62,[np.float64(-0.045)],[np.float64(-0.07375)],[1],[0],[0],1.4178395,['target'],62,0,62,0,110.0397756,,5,110.0238936,110.0397756,110.0397756,0.013139,111.4418232,[np.float64(-0.045)],[np.float64(-0.07375)],[1],[0],[0],[1.417839500005357],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
63,0,63,[np.float64(-0.1175)],[np.float64(0.3925)],[1],[0],[0],1.5532058,['target'],63,0,63,0,111.4890683,,10,111.4727046,111.4890683,111.4890683,0.0307518,113.026088,[np.float64(-0.1175)],[np.float64(0.3925)],[1],[0],[0],[1.5532058000098914],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
64,0,64,[np.float64(-0.255)],[np.float64(0.09375)],[1],[0],[0],1.5192683,['target'],64,0,64,0,113.0720182,,10,113.0576954,113.0720182,113.0720182,0.0312772,114.5770933,[np.float64(-0.255)],[np.float64(0.09375)],[1],[0],[0],[1.519268300035037],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
65,0,65,[np.float64(0.25375)],[np.float64(-0.2575)],[1],[0],[0],3.7924678,[None],65,0,65,0,114.6223808,,5,114.5978241,114.6223808,114.6223808,0.0205172,118.3904113,[np.float64(0.25375)],[np.float64(-0.2575)],[1],[0],[0],[3.7924677999690175],[None],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
66,0,66,[np.float64(-0.12125)],[np.float64(-0.43625)],[1],[0],[0],1.5030239,['target'],66,0,66,0,118.4366748,,10,118.421839,118.4366748,118.4366748,0.0311886,119.9250112,[np.float64(-0.12125)],[np.float64(-0.43625)],[1],[0],[0],[1.5030238999752328],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
