thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
10,0,10,[np.float64(-0.37125)],[np.float64(-0.17375)],[1],[0],[0],1.6292424,['target'],10,0,10,0,12.9836031,,10,12.9612178,12.9836031,12.9836031,0.0213735,14.5905995,[np.float64(-0.37125)],[np.float64(-0.17375)],[1],[0],[0],[1.6292423999984749],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
11,0,11,[np.float64(0.43125)],[np.float64(0.22125)],[1],[0],[0],1.1672741,[None],11,0,11,0,14.6160336,,5,14.6078305,14.6160336,14.6160336,0.0168842,15.7752171,[np.float64(0.43125)],[np.float64(0.22125)],[1],[0],[0],[1.1672741000074893],[None],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
12,0,12,[np.float64(0.09625)],[np.float64(-0.38125)],[1],[0],[0],1.7894208,['target'],12,0,12,0,15.815627,,10,15.7950611,15.815627,15.815627,0.0196538,17.5846132,[np.float64(0.09625)],[np.float64(-0.38125)],[1],[0],[0],[1.789420799992513],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
13,0,13,[np.float64(0.15125)],[np.float64(0.44125)],[1],[0],[0],2.2691585,['target'],13,0,13,0,17.614876,,5,17.5973894,17.614876,17.614876,0.0125682,19.8666663,[np.float64(0.15125)],[np.float64(0.44125)],[1],[0],[0],[2.269158500013873],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
14,0,14,[np.float64(-0.45625)],[np.float64(0.26875)],[1],[0],[0],1.5726941,['target'],14,0,14,0,19.8978577,,5,19.8799609,19.8978577,19.8978577,0.0131044,21.4527701,[np.float64(-0.45625)],[np.float64(0.26875)],[1],[0],[0],[1.5726941000320949],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
15,0,15,[np.float64(0.475)],[np.float64(-0.28125)],[1],[0],[0],2.8862871,['target'],15,0,15,0,21.4803329,,5,21.4666297,21.4803329,21.4803329,0.0136764,24.3530338,[np.float64(0.475)],[np.float64(-0.28125)],[1],[0],[0],[2.886287099972833],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
16,0,16,[np.float64(0.40375)],[np.float64(-0.255)],[1],[0],[0],1.1408455,['target'],16,0,16,0,24.3953609,,10,24.3732703,24.3953609,24.3953609,0.0200485,25.5142522,[np.float64(0.40375)],[np.float64(-0.255)],[1],[0],[0],[1.1408454999909736],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
17,0,17,[np.float64(-0.26375)],[np.float64(-0.3625)],[1],[0],[0],2.1340105,['target'],17,0,17,0,25.5453297,,10,25.5349113,25.5453297,25.5453297,0.0204101,27.6690297,[np.float64(-0.26375)],[np.float64(-0.3625)],[1],[0],[0],[2.134010500041768],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
18,0,18,[np.float64(-0.45375)],[np.float64(0.295)],[1],[0],[0],1.4398155,['target'],18,0,18,0,27.7108846,,10,27.6890185,27.7108846,27.7108846,0.0197605,29.1289029,[np.float64(-0.45375)],[np.float64(0.295)],[1],[0],[0],[1.4398154999944381],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
19,0,19,[np.float64(-0.1)],[np.float64(-0.16875)],[1],[0],[0],1.7480007,['target'],19,0,19,0,29.1766406,,10,29.1523623,29.1766406,29.1766406,0.0233017,30.9004697,[np.float64(-0.1)],[np.float64(-0.16875)],[1],[0],[0],[1.748000699968543],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
20,0,20,[np.float64(0.06125)],[np.float64(0.06875)],[1],[0],[0],1.2451162,['target'],20,0,20,0,30.943645,,10,30.9209042,30.943645,30.943645,0.020208,32.1661243,[np.float64(0.06125)],[np.float64(0.06875)],[1],[0],[0],[1.2451162000070326],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
21,0,21,[np.float64(-0.36875)],[np.float64(0.37625)],[1],[0],[0],1.8253174,['target'],21,0,21,0,32.2090734,,10,32.189378,32.2090734,32.2090734,0.0230091,34.0147983,[np.float64(-0.36875)],[np.float64(0.37625)],[1],[0],[0],[1.82531739998376],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
22,0,22,[np.float64(0.015)],[np.float64(0.0775)],[1],[0],[0],1.7131611,['target'],22,0,22,0,34.0578186,,10,34.0367894,34.0578186,34.0578186,0.0217669,35.7500561,[np.float64(0.015)],[np.float64(0.0775)],[1],[0],[0],[1.7131610999931581],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
23,0,23,[np.float64(0.3125)],[np.float64(-0.2925)],[1],[0],[0],2.375413,['target'],23,0,23,0,35.7902882,,10,35.7716956,35.7902882,35.7902882,0.0213782,38.1472188,[np.float64(0.3125)],[np.float64(-0.2925)],[1],[0],[0],[2.375413000001572],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
24,0,24,[np.float64(-0.17375)],[np.float64(-0.00125)],[1],[0],[0],1.2658282,['target'],24,0,24,0,38.1725984,,5,38.1633538,38.1725984,38.1725984,0.0159089,39.4293112,[np.float64(-0.17375)],[np.float64(-0.00125)],[1],[0],[0],[1.2658282000338659],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
25,0,25,[np.float64(-0.50625)],[np.float64(-0.23375)],[1],[0],[0],1.9402531,['target'],25,0,25,0,39.4721154,,10,39.452507,39.4721154,39.4721154,0.0229715,41.3928938,[np.float64(-0.50625)],[np.float64(-0.23375)],[1],[0],[0],[1.9402531000087038],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
26,0,26,[np.float64(0.435)],[np.float64(-0.2075)],[1],[0],[0],3.2764137,['target'],26,0,26,0,41.4380115,,10,41.4173979,41.4380115,41.4380115,0.024096,44.693953,[np.float64(0.435)],[np.float64(-0.2075)],[1],[0],[0],[3.276413700019475],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
27,0,27,[np.float64(0.065)],[np.float64(0.1775)],[1],[0],[0],1.2676319,['target'],27,0,27,0,44.7197759,,5,44.7085342,44.7197759,44.7197759,0.014217,45.97626,[np.float64(0.065)],[np.float64(0.1775)],[1],[0],[0],[1.267631899972912],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
28,0,28,[np.float64(0.02375)],[np.float64(0.15)],[1],[0],[0],1.463595,[None],28,0,28,0,46.0193963,,10,45.9965735,46.0193963,46.0193963,0.0201553,47.460284,[np.float64(0.02375)],[np.float64(0.15)],[1],[0],[0],[1.4635949999792501],[None],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
29,0,29,[np.float64(0.335)],[np.float64(0.225)],[1],[0],[0],1.3779009,['target'],29,0,29,0,47.5018303,,10,47.4799095,47.5018303,47.5018303,0.0194066,48.8579567,[np.float64(0.335)],[np.float64(0.225)],[1],[0],[0],[1.3779008999699727],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
30,0,30,[np.float64(-0.10375)],[np.float64(0.48)],[1],[0],[0],2.7994313,['target'],30,0,30,0,48.8853197,,5,48.8738966,48.8853197,48.8853197,0.0155821,51.6734255,[np.float64(-0.10375)],[np.float64(0.48)],[1],[0],[0],[2.799431299965363],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
31,0,31,[np.float64(0.0025)],[np.float64(-0.465)],[1],[0],[0],2.2082066,['target'],31,0,31,0,51.699975,,5,51.6841865,51.699975,51.699975,0.0106056,53.8925075,[np.float64(0.0025)],[np.float64(-0.465)],[1],[0],[0],[2.208206599985715],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
32,0,32,[np.float64(-0.47125)],[np.float64(0.4425)],[1],[0],[0],2.3611947,['target'],32,0,32,0,53.9156491,,5,53.9059035,53.9156491,53.9156491,0.0131739,56.2671972,[np.float64(-0.47125)],[np.float64(0.4425)],[1],[0],[0],[2.3611947000026703],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
33,0,33,[np.float64(0.1125)],[np.float64(-0.0975)],[1],[0],[0],1.3104783,['target'],33,0,33,0,56.2989503,,5,56.2778693,56.2989503,56.2989503,0.010525,57.5884594,[np.float64(0.1125)],[np.float64(-0.0975)],[1],[0],[0],[1.310478300030809],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
34,0,34,[np.float64(-0.49)],[np.float64(0.0575)],[1],[0],[0],1.2826876,['target'],34,0,34,0,57.61441,,5,57.6034854,57.61441,57.61441,0.0148158,58.8863201,[np.float64(-0.49)],[np.float64(0.0575)],[1],[0],[0],[1.2826876000035554],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
35,0,35,[np.float64(0.50375)],[np.float64(-0.4625)],[1],[0],[0],2.6983562,['target'],35,0,35,0,58.9302573,,10,58.9069081,58.9302573,58.9302573,0.0203829,61.605368,[np.float64(0.50375)],[np.float64(-0.4625)],[1],[0],[0],[2.6983562000095844],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
36,0,36,[np.float64(-0.34)],[np.float64(-0.3525)],[1],[0],[0],1.2006294,['target'],36,0,36,0,61.6289272,,5,61.6198158,61.6289272,61.6289272,0.0142329,62.8205604,[np.float64(-0.34)],[np.float64(-0.3525)],[1],[0],[0],[1.2006293999729678],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
37,0,37,[np.float64(-0.04375)],[np.float64(-0.29875)],[1],[0],[0],1.1897295,['target'],37,0,37,0,62.861813,,10,62.8433766,62.861813,62.861813,0.0226217,64.033242,[np.float64(-0.04375)],[np.float64(-0.29875)],[1],[0],[0],[1.189729499979876],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
38,0,38,[np.float64(-0.36375)],[np.float64(0.19875)],[1],[0],[0],1.471494,['target'],38,0,38,0,64.0619497,,5,64.0467349,64.0619497,64.0619497,0.013275,65.5183409,[np.float64(-0.36375)],[np.float64(0.19875)],[1],[0],[0],[1.4714939999976195],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
39,0,39,[np.float64(-0.5025)],[np.float64(-0.45375)],[1],[0],[0],1.7852208,['target'],39,0,39,0,65.5442596,,5,65.5299358,65.5442596,65.5442596,0.0114108,67.3152808,[np.float64(-0.5025)],[np.float64(-0.45375)],[1],[0],[0],[1.7852208000258543],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
40,0,40,[np.float64(-0.27125)],[np.float64(0.06)],[1],[0],[0],1.2364243,['target'],40,0,40,0,67.3431472,,5,67.3287044,67.3431472,67.3431472,0.0131521,68.5652319,[np.float64(-0.27125)],[np.float64(0.06)],[1],[0],[0],[1.2364243000047281],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
41,0,41,[np.float64(-0.37375)],[np.float64(-0.22875)],[1],[0],[0],1.2180634,['target'],41,0,41,0,68.5939426,,5,68.5764048,68.5939426,68.5939426,0.0109988,69.7945657,[np.float64(-0.37375)],[np.float64(-0.22875)],[1],[0],[0],[1.2180634000105783],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
42,0,42,[np.float64(0.35)],[np.float64(0.46)],[1],[0],[0],3.0669855,['target'],42,0,42,0,69.8255585,,10,69.8148302,69.8255585,69.8255585,0.0200741,72.8819153,[np.float64(0.35)],[np.float64(0.46)],[1],[0],[0],[3.066985499986913],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
43,0,43,[np.float64(0.34625)],[np.float64(0.19)],[1],[0],[0],1.0385029,['target'],43,0,43,0,72.9256638,,10,72.9046569,72.9256638,72.9256638,0.0224694,73.9432644,[np.float64(0.34625)],[np.float64(0.19)],[1],[0],[0],[1.0385028999880888],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
44,0,44,[np.float64(-0.20625)],[np.float64(0.1025)],[1],[0],[0],2.6629622,['target'],44,0,44,0,73.9911692,,10,73.9666693,73.9911692,73.9911692,0.023205,76.6297251,[np.float64(-0.20625)],[np.float64(0.1025)],[1],[0],[0],[2.6629621999454685],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
45,0,45,[np.float64(0.4875)],[np.float64(0.095)],[1],[0],[0],1.7622381,['target'],45,0,45,0,76.6727399,,10,76.6506848,76.6727399,76.6727399,0.0207722,78.4130589,[np.float64(0.4875)],[np.float64(0.095)],[1],[0],[0],[1.7622380999964662],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
46,0,46,[np.float64(-0.27125)],[np.float64(0.18375)],[1],[0],[0],1.2174388,['target'],46,0,46,0,78.438325,,5,78.4301635,78.438325,78.438325,0.0167794,79.6477074,[np.float64(-0.27125)],[np.float64(0.18375)],[1],[0],[0],[1.217438800027594],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
47,0,47,[np.float64(-0.2575)],[np.float64(0.22)],[1],[0],[0],0.9362509,['target'],47,0,47,0,79.6882049,,10,79.6728378,79.6882049,79.6882049,0.0249488,80.6092181,[np.float64(-0.2575)],[np.float64(0.22)],[1],[0],[0],[0.9362509000347927],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
48,0,48,[np.float64(0.23875)],[np.float64(-0.275)],[1],[0],[0],1.6231557,[None],48,0,48,0,80.6381181,,5,80.6216267,80.6381181,80.6381181,0.0122133,82.2449096,[np.float64(0.23875)],[np.float64(-0.275)],[1],[0],[0],[1.6231557000428438],[None],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
49,0,49,[np.float64(-0.19875)],[np.float64(-0.37625)],[1],[0],[0],1.1990576,['target'],49,0,49,0,82.2705104,,5,82.2599913,82.2705104,82.2705104,0.0148774,83.4591524,[np.float64(-0.19875)],[np.float64(-0.37625)],[1],[0],[0],[1.199057600053493],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
50,0,50,[np.float64(0.22625)],[np.float64(-0.085)],[1],[0],[0],1.4727812,['target'],50,0,50,0,83.5040466,,10,83.4818187,83.5040466,83.5040466,0.0224997,84.9546901,[np.float64(0.22625)],[np.float64(-0.085)],[1],[0],[0],[1.4727812000201084],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
51,0,51,[np.float64(0.18375)],[np.float64(0.085)],[1],[0],[0],0.9911842,['target'],51,0,51,0,84.9866844,,5,84.9703103,84.9866844,84.9866844,0.0154379,85.9616031,[np.float64(0.18375)],[np.float64(0.085)],[1],[0],[0],[0.9911841999855824],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
52,0,52,[np.float64(-0.15375)],[np.float64(-0.16625)],[1],[0],[0],1.1816765,['target'],52,0,52,0,85.9856324,,5,85.9755172,85.9856324,85.9856324,0.0137329,87.1573104,[np.float64(-0.15375)],[np.float64(-0.16625)],[1],[0],[0],[1.1816765000112355],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
53,0,53,[np.float64(-0.35)],[np.float64(-0.14875)],[1],[0],[0],1.0986236,['target'],53,0,53,0,87.184688,,5,87.1711238,87.184688,87.184688,0.0136301,88.2698344,[np.float64(-0.35)],[np.float64(-0.14875)],[1],[0],[0],[1.0986235999735072],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
54,0,54,[np.float64(0.1575)],[np.float64(0.41375)],[1],[0],[0],2.0084928,['target'],54,0,54,0,88.3177357,,10,88.2961695,88.3177357,88.3177357,0.0262097,90.3048134,[np.float64(0.1575)],[np.float64(0.41375)],[1],[0],[0],[2.008492799999658],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
55,0,55,[np.float64(0.45625)],[np.float64(0.09125)],[1],[0],[0],1.5727074,[None],55,0,55,0,90.3338695,,5,90.3195638,90.3338695,90.3338695,0.0145609,91.8923773,[np.float64(0.45625)],[np.float64(0.09125)],[1],[0],[0],[1.5727073999587446],[None],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
56,0,56,[np.float64(0.4)],[np.float64(-0.15125)],[1],[0],[0],1.1528235,['target'],56,0,56,0,91.916602,,5,91.9046362,91.916602,91.916602,0.0120793,93.0575654,[np.float64(0.4)],[np.float64(-0.15125)],[1],[0],[0],[1.1528234999859706],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
57,0,57,[np.float64(-0.0025)],[np.float64(-0.0525)],[1],[0],[0],1.2522007,[None],57,0,57,0,93.0824364,,5,93.0709824,93.0824364,93.0824364,0.0132274,94.3232954,[np.float64(-0.0025)],[np.float64(-0.0525)],[1],[0],[0],[1.2522006999934092],[None],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
58,0,58,[np.float64(-0.12375)],[np.float64(0.00125)],[1],[0],[0],1.3036401,['target'],58,0,58,0,94.3654181,,10,94.3462173,94.3654181,94.3654181,0.0227551,95.6499642,[np.float64(-0.12375)],[np.float64(0.00125)],[1],[0],[0],[1.3036400999990292],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
59,0,59,[np.float64(0.21875)],[np.float64(-0.17875)],[1],[0],[0],1.1319775,['target'],59,0,59,0,95.6982199,,10,95.6743768,95.6982199,95.6982199,0.0242427,96.8065011,[np.float64(0.21875)],[np.float64(-0.17875)],[1],[0],[0],[1.131977499986533],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
60,0,60,[np.float64(0.1725)],[np.float64(-0.41875)],[1],[0],[0],2.4367326,['target'],60,0,60,0,96.8475801,,10,96.8282515,96.8475801,96.8475801,0.0215183,99.2650643,[np.float64(0.1725)],[np.float64(-0.41875)],[1],[0],[0],[2.4367326000356115],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
61,0,61,[np.float64(-0.4275)],[np.float64(0.3375)],[1],[0],[0],1.6968607,['target'],61,0,61,0,99.29607,,10,99.2848531,99.29607,99.29607,0.0196208,100.9818315,[np.float64(-0.4275)],[np.float64(0.3375)],[1],[0],[0],[1.6968607000308111],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
62,0,62,[np.float64(0.08375)],[np.float64(0.1975)],[1],[0],[0],1.6322701,['target'],62,0,62,0,101.0116971,,10,101.0027625,101.0116971,101.0116971,0.0207346,102.6351776,[np.float64(0.08375)],[np.float64(0.1975)],[1],[0],[0],[1.6322701000026427],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
63,0,63,[np.float64(-0.14)],[np.float64(-0.08875)],[1],[0],[0],1.5314267,['target'],63,0,63,0,102.661569,,5,102.6521671,102.661569,102.661569,0.016593,104.1837684,[np.float64(-0.14)],[np.float64(-0.08875)],[1],[0],[0],[1.5314267000067048],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
64,0,64,[np.float64(0.46625)],[np.float64(0.0025)],[1],[0],[0],1.6941603,['target'],64,0,64,0,104.2272708,,10,104.2066513,104.2272708,104.2272708,0.0226695,105.9009443,[np.float64(0.46625)],[np.float64(0.0025)],[1],[0],[0],[1.6941603000159375],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
65,0,65,[np.float64(0.2775)],[np.float64(-0.0875)],[1],[0],[0],1.4554297,['target'],65,0,65,0,105.9436925,,10,105.9232492,105.9436925,105.9436925,0.0220887,107.3787946,[np.float64(0.2775)],[np.float64(-0.0875)],[1],[0],[0],[1.4554296999704093],['target'],participant 2,1,2025-10-01_19h47.06.968,untitled,,2025.1.1,60.06536313,2025-10-01 19h47.16.965794 +0530
