key_resp.corr,key_resp.rt,,seq rt,random rt
1,0.2870809,,0.2870809,0.5500029
1,0.3711095,,0.3711095,0.3683486
1,0.4615916,,0.4615916,0.4546232
1,0.036155,,0.036155,0.6026954
1,0.2654476,,0.2654476,0.4051622
1,0.2910706,,0.2910706,0.3201606
1,0.046433,,0.046433,0.3053625
1,0.5931099,,0.5931099,0.3421256
1,0.2026729,,0.2026729,0.4337411
1,0.272053,,0.272053,0.7210004
1,0.2486717,,0.2486717,0.6177733
1,0.1937241,,0.1937241,0.5129429
1,0.3017278,,0.3017278,0.3232019
1,0.3282047,,0.3282047,0.352982
1,0.549392,,0.549392,0.538665
1,0.0825576,,0.0825576,0.6103475
1,0.6783467,,0.6783467,0.6490436
1,0.3248066,,0.3248066,0.5299808
1,0.3037407,,0.3037407,0.8276403
1,0.2650297,,0.2650297,0.5545943
1,0.3405627,,0.3405627,0.5569889
1,0.3058047,,0.3058047,0.4938519
1,0.3561672,,0.3561672,0.8085797
1,0.3189113,,0.3189113,0.5313668
1,0.2752277,,0.2752277,0.4984898
1,0.2727739,,0.2727739,0.3247443
1,0.3206457,,0.3206457,0.4347479
1,0.263327,,0.263327,0.4604122
1,0.3195819,,0.3195819,0.3419945
1,0.3213647,,0.3213647,0.6139839
1,0.329682,,0.329682,0.9647445
1,0.3857009,,0.3857009,0.4884046
1,0.2103436,,0.2103436,0.6011755
1,0.2535154,,0.2535154,0.4216756
1,0.0975605,,0.0975605,0.7269627
1,0.4094943,,0.4094943,0.4587973
1,0.3893869,,0.3893869,0.5542802
1,0.5086848,,0.5086848,0.5067764
1,0.2695926,,0.2695926,0.3149396
1,0.3361301,,0.3361301,0.4872168
1,0.1057227,,0.1057227,0.4991615
1,0.2709762,,0.2709762,0.5563795
1,0.1700315,,0.1700315,0.5645891
1,0.2849005,,0.2849005,0.441271
1,0.0306943,,0.0306943,0.5377176
1,0.7911528,,,
1,0.7403973,,,
1,0.8781884,,0.316353704,0.559985501
1,1.1875709,,,
1,0.5791412,,,
1,0.7172854,,,
1,0.771314,,,
1,0.5167148,,,
1,0.5679855,,,
1,0.6918429,,,
1,0.8145836,,,
1,0.6648192,,,
1,0.4205032,,,
1,1.6886668,,,
1,0.5682689,,,
1,0.573223,,,
1,0.5743301,,,
1,0.4713762,,,
1,0.5373576,,,
1,0.4811556,,,
1,0.4944142,,,
1,0.4633574,,,
1,1.2031096,,,
1,0.520498,,,
1,0.4705444,,,
1,0.4648105,,,
1,0.4462392,,,
1,0.4386164,,,
1,0.4415264,,,
1,0.4880494,,,
1,0.6209641,,,
1,0.4400273,,,
1,0.4778965,,,
1,0.4641351,,,
1,0.5421997,,,
1,0.5040692,,,
1,0.4390795,,,
1,0.5470849,,,
1,0.4811251,,,
1,0.5391699,,,
1,0.4180084,,,
1,0.5284352,,,
1,0.5507487,,,
1,0.505169,,,
1,0.4337998,,,
1,0.5099334,,,
1,0.4120818,,,
1,0.678577,,,
1,0.4498052,,,
1,0.5545022,,,
1,0.5263,,,
1,0.4318541,,,
1,0.8310341,,,
1,0.6320463,,,
1,0.6038148,,,
1,0.5500029,,,
1,0.3683486,,,
1,0.4546232,,,
1,0.6026954,,,
1,0.4051622,,,
1,0.3201606,,,
1,0.3053625,,,
1,0.3421256,,,
1,0.4337411,,,
1,0.7210004,,,
1,0.6177733,,,
1,0.5129429,,,
1,0.3232019,,,
1,0.352982,,,
1,0.538665,,,
1,0.6103475,,,
1,0.6490436,,,
1,0.5299808,,,
1,0.8276403,,,
1,0.5545943,,,
1,0.5569889,,,
1,0.4938519,,,
1,0.8085797,,,
1,0.5313668,,,
1,0.4984898,,,
1,0.3247443,,,
1,0.4347479,,,
1,0.4604122,,,
1,0.3419945,,,
1,0.6139839,,,
1,0.9647445,,,
1,0.4884046,,,
1,0.6011755,,,
1,0.4216756,,,
1,0.7269627,,,
1,0.4587973,,,
1,0.5542802,,,
1,0.5067764,,,
1,0.3149396,,,
1,0.4872168,,,
1,0.4991615,,,
1,0.5563795,,,
1,0.5645891,,,
1,0.441271,,,
1,0.5377176,,,
