key_resp.corr,key_resp.rt,,seq rt,random rt
1,0.3182221,,0.3182221,0.3315743
1,0.2847687,,0.2847687,0.4656451
1,0.3342561,,0.3342561,0.41223
1,0.2780995,,0.2780995,0.4160324
1,0.2680855,,0.2680855,0.4510521
1,0.2021222,,0.2021222,0.5023864
1,0.2695631,,0.2695631,0.3582761
1,0.605483,,0.605483,0.5550182
1,0.312501,,0.312501,0.4788622
1,0.3050251,,0.3050251,0.3762214
1,0.263273,,0.263273,0.5117154
1,0.2459295,,0.2459295,0.4491889
1,0.3102268,,0.3102268,0.4332838
1,0.2590958,,0.2590958,0.5732142
1,0.0802805,,0.0802805,0.6824267
1,0.265838,,0.265838,0.7296271
1,0.2540829,,0.2540829,0.5671254
1,0.3708518,,0.3708518,0.9953072
1,0.319387,,0.319387,0.501528
1,0.3409619,,0.3409619,0.5194346
1,0.4126146,,0.4126146,0.4219382
1,0.2759576,,0.2759576,0.4208378
1,0.2833791,,0.2833791,0.5609598
1,0.3210269,,0.3210269,0.4851137
1,0.3041068,,0.3041068,0.3998006
1,0.2966179,,0.2966179,0.5602797
1,0.3408214,,0.3408214,0.5184516
1,0.4516651,,0.4516651,
1,0.8876885,,0.8876885,
1,0.5037195,,,
1,0.4724444,,0.377153591,0.60950374
1,0.5607717,,,
1,0.5128007,,,
1,0.6688289,,,
1,0.5537685,,,
1,0.6225807,,,
1,0.3119613,,,
1,0.5554707,,,
1,0.4677541,,,
1,0.5484319,,,
1,0.4273152,,,
1,0.4933858,,,
1,0.5701688,,,
1,0.486219,,,
1,0.5392498,,,
1,0.9585227,,,
1,0.4694773,,,
1,0.9202274,,,
1,1.6654799,,,
1,0.5919396,,,
1,1.0519596,,,
1,0.5014085,,,
1,0.4668198,,,
1,0.8409423,,,
1,0.5587659,,,
1,0.8024484,,,
1,0.5188859,,,
1,0.4998884,,,
1,0.4367703,,,
1,0.6353702,,,
1,0.5336343,,,
1,3.1557084,,,
1,0.5008427,,,
1,0.4334307,,,
1,0.4413467,,,
1,0.5188186,,,
1,0.7012699,,,
1,0.3777634,,,
1,0.4575353,,,
1,0.6076893,,,
1,0.6928776,,,
1,0.2998549,,,
1,0.5622411,,,
1,0.5592741,,,
1,0.7546625,,,
1,0.7615211,,,
1,0.973968,,,
1,0.6701793,,,
1,0.3960509,,,
1,0.6869728,,,
1,0.5151164,,,
1,1.65828,,,
1,1.9885841,,,
1,0.5156927,,,
1,0.6192836,,,
1,0.5392067,,,
1,0.4984768,,,
1,0.3459244,,,
1,0.6683464,,,
1,0.3303671,,,
1,0.6355767,,,
1,0.5542741,,,
1,0.372742,,,
1,0.4134835,,,
1,0.4112724,,,
1,0.342586,,,
1,0.5166927,,,
1,0.3315743,,,
1,0.4656451,,,
1,0.41223,,,
1,0.4160324,,,
1,0.4510521,,,
1,0.5023864,,,
1,0.3582761,,,
1,0.5550182,,,
1,0.4788622,,,
1,0.3762214,,,
1,0.5117154,,,
1,0.4491889,,,
1,0.4332838,,,
1,0.5732142,,,
1,0.6824267,,,
1,0.7296271,,,
1,0.5671254,,,
1,0.9953072,,,
1,0.501528,,,
1,0.5194346,,,
1,0.4219382,,,
1,0.4208378,,,
1,0.5609598,,,
1,0.4851137,,,
1,0.3998006,,,
1,0.5602797,,,
1,0.5184516,,,
