thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
10,0,10,[np.float64(-0.3)],[np.float64(-0.42333333333333334)],[1],[0],[0],3.1331736,[None],10,0,10,0,15.8416415,,10,15.8270787,15.8416415,15.8416415,0.0145003,18.9603034,[np.float64(-0.3)],[np.float64(-0.42333333333333334)],[1],[0],[0],[3.133173599955626],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
11,0,11,[np.float64(0.3566666666666667)],[np.float64(0.15833333333333333)],[1],[0],[0],1.4409102,['target'],11,0,11,0,18.9903673,,5,18.9678641,18.9903673,18.9903673,0.007462,20.408827,[np.float64(0.3566666666666667)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.4409102000063285],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
12,0,12,[np.float64(-0.47833333333333333)],[np.float64(0.16333333333333333)],[1],[0],[0],1.5840333,['target'],12,0,12,0,20.4398186,,10,20.4238121,20.4398186,20.4398186,0.0149108,22.0079004,[np.float64(-0.47833333333333333)],[np.float64(0.16333333333333333)],[1],[0],[0],[1.5840332999941893],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
13,0,13,[np.float64(-0.20333333333333334)],[np.float64(-0.09)],[1],[0],[0],1.4533233,[None],13,0,13,0,22.0390657,,10,22.0219353,22.0390657,22.0390657,0.0139457,23.4753105,[np.float64(-0.20333333333333334)],[np.float64(-0.09)],[1],[0],[0],[1.4533232999965549],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
14,0,14,[np.float64(0.04833333333333333)],[np.float64(-0.205)],[1],[0],[0],1.1350925,['target'],14,0,14,0,23.5053734,,10,23.4894181,23.5053734,23.5053734,0.0140176,24.6245832,[np.float64(0.04833333333333333)],[np.float64(-0.205)],[1],[0],[0],[1.135092500015162],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
15,0,15,[np.float64(-0.43833333333333335)],[np.float64(0.11666666666666667)],[1],[0],[0],1.4407488,['target'],15,0,15,0,24.6548301,,5,24.6329765,24.6548301,24.6548301,0.0082105,26.0737799,[np.float64(-0.43833333333333335)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.4407487999997102],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
16,0,16,[np.float64(0.20666666666666667)],[np.float64(0.385)],[1],[0],[0],1.2073471,[None],16,0,16,0,26.0872193,,5,26.0813918,26.0872193,26.0872193,0.0075219,27.2888118,[np.float64(0.20666666666666667)],[np.float64(0.385)],[1],[0],[0],[1.2073471000185236],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
17,0,17,[np.float64(0.13333333333333333)],[np.float64(0.25333333333333335)],[1],[0],[0],1.1426595,['target'],17,0,17,0,27.3031872,,5,27.2968659,27.3031872,27.3031872,0.0079753,28.4395722,[np.float64(0.13333333333333333)],[np.float64(0.25333333333333335)],[1],[0],[0],[1.142659500008449],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
18,0,18,[np.float64(-0.31666666666666665)],[np.float64(0.28)],[1],[0],[0],1.1869732,['target'],18,0,18,0,28.4699575,,10,28.4531068,28.4699575,28.4699575,0.0134605,29.64013,[np.float64(-0.31666666666666665)],[np.float64(0.28)],[1],[0],[0],[1.1869732000050135],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
19,0,19,[np.float64(-0.23666666666666666)],[np.float64(-0.08)],[1],[0],[0],1.1242999,['target'],19,0,19,0,29.6696643,,5,29.6479547,29.6696643,29.6696643,0.0077293,30.7723261,[np.float64(-0.23666666666666666)],[np.float64(-0.08)],[1],[0],[0],[1.1242998999659903],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
20,0,20,[np.float64(0.26166666666666666)],[np.float64(0.33166666666666667)],[1],[0],[0],1.2578481,['target'],20,0,20,0,30.8015862,,5,30.7798137,30.8015862,30.8015862,0.0074024,32.0377111,[np.float64(0.26166666666666666)],[np.float64(0.33166666666666667)],[1],[0],[0],[1.2578481000382453],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
21,0,21,[np.float64(0.3333333333333333)],[np.float64(0.24333333333333335)],[1],[0],[0],1.03627,['target'],21,0,21,0,32.0682879,,10,32.0517785,32.0682879,32.0682879,0.0139909,33.0881283,[np.float64(0.3333333333333333)],[np.float64(0.24333333333333335)],[1],[0],[0],[1.0362700000405312],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
22,0,22,[np.float64(-0.22333333333333333)],[np.float64(-0.051666666666666666)],[1],[0],[0],1.2251954,['target'],22,0,22,0,33.1178023,,5,33.0958583,33.1178023,33.1178023,0.0076308,34.321108,[np.float64(-0.22333333333333333)],[np.float64(-0.051666666666666666)],[1],[0],[0],[1.2251953999511898],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
23,0,23,[np.float64(0.44666666666666666)],[np.float64(-0.35833333333333334)],[1],[0],[0],1.5844808,[None],23,0,23,0,34.3503202,,10,34.3350109,34.3503202,34.3503202,0.0138288,35.9195333,[np.float64(0.44666666666666666)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.5844808000256307],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
24,0,24,[np.float64(0.45666666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],1.5257249,['target'],24,0,24,0,35.9496321,,5,35.9272844,35.9496321,35.9496321,0.0076524,37.4530606,[np.float64(0.45666666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.5257249000133015],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
25,0,25,[np.float64(0.3516666666666667)],[np.float64(0.15666666666666668)],[1],[0],[0],1.0912476,[None],25,0,25,0,37.4823368,,5,37.4607615,37.4823368,37.4823368,0.0076223,38.5520624,[np.float64(0.3516666666666667)],[np.float64(0.15666666666666668)],[1],[0],[0],[1.0912476000376046],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
26,0,26,[np.float64(-0.36)],[np.float64(-0.37833333333333335)],[1],[0],[0],1.2927845,['target'],26,0,26,0,38.5816464,,5,38.5595667,38.5816464,38.5816464,0.0074264,39.8524023,[np.float64(-0.36)],[np.float64(-0.37833333333333335)],[1],[0],[0],[1.2927844999940135],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
27,0,27,[np.float64(0.21)],[np.float64(0.1)],[1],[0],[0],2.182947,[None],27,0,27,0,39.8812918,,10,39.8670992,39.8812918,39.8812918,0.0146245,42.0501094,[np.float64(0.21)],[np.float64(0.1)],[1],[0],[0],[2.1829470000229776],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
28,0,28,[np.float64(-0.42333333333333334)],[np.float64(-0.32)],[1],[0],[0],1.3934641,['target'],28,0,28,0,42.0800561,,5,42.0580387,42.0800561,42.0800561,0.0078324,43.4515767,[np.float64(-0.42333333333333334)],[np.float64(-0.32)],[1],[0],[0],[1.393464100023266],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
29,0,29,[np.float64(-0.023333333333333334)],[np.float64(0.09166666666666666)],[1],[0],[0],1.2655645,['target'],29,0,29,0,43.4795791,,10,43.4667951,43.4795791,43.4795791,0.0150669,44.7324086,[np.float64(-0.023333333333333334)],[np.float64(0.09166666666666666)],[1],[0],[0],[1.2655645000049844],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
30,0,30,[np.float64(0.008333333333333333)],[np.float64(0.06333333333333334)],[1],[0],[0],1.0357753,[None],30,0,30,0,44.7630349,,10,44.7471127,44.7630349,44.7630349,0.0146076,45.7829582,[np.float64(0.008333333333333333)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.0357752999989316],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
31,0,31,[np.float64(-0.023333333333333334)],[np.float64(0.42)],[1],[0],[0],1.2745129,['target'],31,0,31,0,45.8120965,,5,45.7910136,45.8120965,45.8120965,0.007889,47.065586,[np.float64(-0.023333333333333334)],[np.float64(0.42)],[1],[0],[0],[1.274512899981346],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
32,0,32,[np.float64(0.19166666666666668)],[np.float64(0.43666666666666665)],[1],[0],[0],1.1177622,['target'],32,0,32,0,47.0951027,,10,47.0800792,47.0951027,47.0951027,0.01441,48.1979359,[np.float64(0.19166666666666668)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.1177622000104748],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
33,0,33,[np.float64(-0.175)],[np.float64(0.15166666666666667)],[1],[0],[0],0.9743294,[None],33,0,33,0,48.2277283,,5,48.2068922,48.2277283,48.2277283,0.008785,49.1812802,[np.float64(-0.175)],[np.float64(0.15166666666666667)],[1],[0],[0],[0.9743293999927118],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
34,0,34,[np.float64(0.44666666666666666)],[np.float64(0.12333333333333334)],[1],[0],[0],1.501304,['target'],34,0,34,0,49.2106049,,10,49.1954408,49.2106049,49.2106049,0.0140799,50.6967925,[np.float64(0.44666666666666666)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.5013039999757893],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
35,0,35,[np.float64(-0.3566666666666667)],[np.float64(0.32)],[1],[0],[0],1.8590102,['target'],35,0,35,0,50.7276539,,5,50.7042862,50.7276539,50.7276539,0.0073811,52.5633522,[np.float64(-0.3566666666666667)],[np.float64(0.32)],[1],[0],[0],[1.8590101999579929],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
36,0,36,[np.float64(-0.3616666666666667)],[np.float64(-0.4716666666666667)],[1],[0],[0],1.9594257,['target'],36,0,36,0,52.5923173,,5,52.5709737,52.5923173,52.5923173,0.0075425,54.5304547,[np.float64(-0.3616666666666667)],[np.float64(-0.4716666666666667)],[1],[0],[0],[1.9594257000135258],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
37,0,37,[np.float64(-0.47)],[np.float64(0.025)],[1],[0],[0],2.4392414,['target'],37,0,37,0,54.55995,,5,54.5382879,54.55995,54.55995,0.0077502,56.9775831,[np.float64(-0.47)],[np.float64(0.025)],[1],[0],[0],[2.439241399988532],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
38,0,38,[np.float64(-0.24166666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],3.1243922,['target'],38,0,38,0,57.0067274,,5,56.9849968,57.0067274,57.0067274,0.0073351,60.1094513,[np.float64(-0.24166666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],[3.124392200028524],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
39,0,39,[np.float64(0.4166666666666667)],[np.float64(-0.39666666666666667)],[1],[0],[0],1.8516425,['target'],39,0,39,0,60.1392947,,10,60.1237001,60.1392947,60.1392947,0.0141899,61.9754056,[np.float64(0.4166666666666667)],[np.float64(-0.39666666666666667)],[1],[0],[0],[1.8516424999688752],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
40,0,40,[np.float64(-0.2966666666666667)],[np.float64(-0.021666666666666667)],[1],[0],[0],1.4915046,['target'],40,0,40,0,62.0049792,,5,61.982741,62.0049792,62.0049792,0.0072387,63.474297,[np.float64(-0.2966666666666667)],[np.float64(-0.021666666666666667)],[1],[0],[0],[1.4915045999805443],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
41,0,41,[np.float64(0.23666666666666666)],[np.float64(-0.28833333333333333)],[1],[0],[0],1.4914605,['target'],41,0,41,0,63.5042346,,5,63.4824864,63.5042346,63.5042346,0.0081116,64.9740211,[np.float64(0.23666666666666666)],[np.float64(-0.28833333333333333)],[1],[0],[0],[1.4914605000521988],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
42,0,42,[np.float64(-0.145)],[np.float64(-0.065)],[1],[0],[0],1.4226518,['target'],42,0,42,0,65.0037135,,5,64.982647,65.0037135,65.0037135,0.0084891,66.4053468,[np.float64(-0.145)],[np.float64(-0.065)],[1],[0],[0],[1.4226518000359647],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
43,0,43,[np.float64(0.11166666666666666)],[np.float64(-0.32166666666666666)],[1],[0],[0],1.5194382,['target'],43,0,43,0,66.4366467,,10,66.4202304,66.4366467,66.4366467,0.0148136,67.9397455,[np.float64(0.11166666666666666)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.5194381999899633],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
44,0,44,[np.float64(0.115)],[np.float64(0.06833333333333333)],[1],[0],[0],1.7021146,['target'],44,0,44,0,67.9692692,,10,67.9541852,67.9692692,67.9692692,0.0142582,69.6563472,[np.float64(0.115)],[np.float64(0.06833333333333333)],[1],[0],[0],[1.7021145999897271],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
45,0,45,[np.float64(-0.12666666666666668)],[np.float64(-0.023333333333333334)],[1],[0],[0],1.8405949,['target'],45,0,45,0,69.6862535,,5,69.6642841,69.6862535,69.6862535,0.007838,71.5049305,[np.float64(-0.12666666666666668)],[np.float64(-0.023333333333333334)],[1],[0],[0],[1.840594900015276],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
46,0,46,[np.float64(0.25)],[np.float64(0.155)],[1],[0],[0],1.4354853,['target'],46,0,46,0,71.5348718,,10,71.5188896,71.5348718,71.5348718,0.0138716,72.954423,[np.float64(0.25)],[np.float64(0.155)],[1],[0],[0],[1.435485299967695],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
47,0,47,[np.float64(-0.17666666666666667)],[np.float64(0.29333333333333333)],[1],[0],[0],1.675239,['target'],47,0,47,0,72.9838627,,5,72.961947,72.9838627,72.9838627,0.0074201,74.6372392,[np.float64(-0.17666666666666667)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.675239000003785],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
48,0,48,[np.float64(-0.0033333333333333335)],[np.float64(0.48333333333333334)],[1],[0],[0],3.6157301,['target'],48,0,48,0,74.6663194,,10,74.6523814,74.6663194,74.6663194,0.0150576,78.2681712,[np.float64(-0.0033333333333333335)],[np.float64(0.48333333333333334)],[1],[0],[0],[3.615730099962093],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
49,0,49,[np.float64(-0.20833333333333334)],[np.float64(-0.14666666666666667)],[1],[0],[0],2.075114,['target'],49,0,49,0,78.2988364,,5,78.2759578,78.2988364,78.2988364,0.0076878,80.3511233,[np.float64(-0.20833333333333334)],[np.float64(-0.14666666666666667)],[1],[0],[0],[2.075114000006579],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
50,0,50,[np.float64(0.13666666666666666)],[np.float64(-0.45166666666666666)],[1],[0],[0],1.8905856,['target'],50,0,50,0,80.3806703,,5,80.35859,80.3806703,80.3806703,0.007387,82.2492303,[np.float64(0.13666666666666666)],[np.float64(-0.45166666666666666)],[1],[0],[0],[1.8905855999910273],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
51,0,51,[np.float64(0.435)],[np.float64(-0.45666666666666667)],[1],[0],[0],1.3573344,['target'],51,0,51,0,82.2792201,,5,82.2581819,82.2792201,82.2792201,0.0088711,83.6155642,[np.float64(0.435)],[np.float64(-0.45666666666666667)],[1],[0],[0],[1.3573344000033103],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
52,0,52,[np.float64(-0.28)],[np.float64(-0.26)],[1],[0],[0],1.752281,['target'],52,0,52,0,83.6460363,,10,83.6299138,83.6460363,83.6460363,0.0142788,85.3822702,[np.float64(-0.28)],[np.float64(-0.26)],[1],[0],[0],[1.7522810000227764],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
53,0,53,[np.float64(-0.22333333333333333)],[np.float64(0.37833333333333335)],[1],[0],[0],3.483326,['target'],53,0,53,0,85.4112328,,10,85.3971221,85.4112328,85.4112328,0.0146849,88.880499,[np.float64(-0.22333333333333333)],[np.float64(0.37833333333333335)],[1],[0],[0],[3.483325999986846],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
54,0,54,[np.float64(-0.32)],[np.float64(-0.33666666666666667)],[1],[0],[0],2.5913086,['target'],54,0,54,0,88.9098408,,5,88.8879947,88.9098408,88.9098408,0.0074015,91.4793556,[np.float64(-0.32)],[np.float64(-0.33666666666666667)],[1],[0],[0],[2.5913086000364274],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
55,0,55,[np.float64(-0.445)],[np.float64(0.155)],[1],[0],[0],2.3831484,['target'],55,0,55,0,91.5094529,,10,91.4944812,91.5094529,91.5094529,0.0150596,93.8776681,[np.float64(-0.445)],[np.float64(0.155)],[1],[0],[0],[2.3831483999965712],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
56,0,56,[np.float64(-0.47833333333333333)],[np.float64(-0.33)],[1],[0],[0],2.2916422,['target'],56,0,56,0,93.8913686,,5,93.8854315,93.8913686,93.8913686,0.007669,96.1771262,[np.float64(-0.47833333333333333)],[np.float64(-0.33)],[1],[0],[0],[2.291642199968919],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
57,0,57,[np.float64(0.15166666666666667)],[np.float64(0.043333333333333335)],[1],[0],[0],1.8078786,['target'],57,0,57,0,96.2070005,,5,96.1852445,96.2070005,96.2070005,0.0080539,97.9931733,[np.float64(0.15166666666666667)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.8078785999678075],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
58,0,58,[np.float64(0.25666666666666665)],[np.float64(-0.37)],[1],[0],[0],2.5007497,['target'],58,0,58,0,98.0231411,,10,98.0082638,98.0231411,98.0231411,0.0150143,100.5090607,[np.float64(0.25666666666666665)],[np.float64(-0.37)],[1],[0],[0],[2.500749700004235],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
59,0,59,[np.float64(0.25833333333333336)],[np.float64(0.4816666666666667)],[1],[0],[0],2.7244597,['target'],59,0,59,0,100.538644,,5,100.5165847,100.538644,100.538644,0.0074304,103.241094,[np.float64(0.25833333333333336)],[np.float64(0.4816666666666667)],[1],[0],[0],[2.72445969999535],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
60,0,60,[np.float64(-0.15833333333333333)],[np.float64(0.085)],[1],[0],[0],1.6187996,['target'],60,0,60,0,103.2704349,,10,103.2552183,103.2704349,103.2704349,0.014038,104.874067,[np.float64(-0.15833333333333333)],[np.float64(0.085)],[1],[0],[0],[1.6187995999935083],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
61,0,61,[np.float64(-0.19833333333333333)],[np.float64(0.018333333333333333)],[1],[0],[0],1.6513855,['target'],61,0,61,0,104.9031641,,10,104.8885762,104.9031641,104.9031641,0.0144022,106.5400126,[np.float64(-0.19833333333333333)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.6513854999793693],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
62,0,62,[np.float64(-0.24166666666666667)],[np.float64(0.06)],[1],[0],[0],1.373647,['target'],62,0,62,0,106.5692213,,5,106.5481251,106.5692213,106.5692213,0.0080163,107.9218251,[np.float64(-0.24166666666666667)],[np.float64(0.06)],[1],[0],[0],[1.3736470000003465],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
