thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
63,0,63,[np.float64(-0.49166666666666664)],[np.float64(0.3983333333333333)],[1],[0],[0],2.9181591,['target'],63,0,63,0,107.9519508,,10,107.936154,107.9519508,107.9519508,0.0142504,110.8543635,[np.float64(-0.49166666666666664)],[np.float64(0.3983333333333333)],[1],[0],[0],[2.9181590999942273],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
64,0,64,[np.float64(0.3933333333333333)],[np.float64(0.265)],[1],[0],[0],1.9172451,['target'],64,0,64,0,110.8841483,,10,110.8689863,110.8841483,110.8841483,0.0145322,112.7862816,[np.float64(0.3933333333333333)],[np.float64(0.265)],[1],[0],[0],[1.917245099961292],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
65,0,65,[np.float64(0.26166666666666666)],[np.float64(-0.23833333333333334)],[1],[0],[0],2.2019919,['target'],65,0,65,0,112.8171393,,10,112.8008809,112.8171393,112.8171393,0.0145036,115.0029229,[np.float64(0.26166666666666666)],[np.float64(-0.23833333333333334)],[1],[0],[0],[2.2019918999867514],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
66,0,66,[np.float64(0.33166666666666667)],[np.float64(-0.36333333333333334)],[1],[0],[0],1.3681554,['target'],66,0,66,0,115.0323543,,10,115.0172286,115.0323543,115.0323543,0.014212,116.3854352,[np.float64(0.33166666666666667)],[np.float64(-0.36333333333333334)],[1],[0],[0],[1.3681553999776952],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
67,0,67,[np.float64(0.33666666666666667)],[np.float64(0.235)],[1],[0],[0],3.0177322,['target'],67,0,67,0,116.414722,,10,116.3992195,116.414722,116.414722,0.0136929,119.4169996,[np.float64(0.33666666666666667)],[np.float64(0.235)],[1],[0],[0],[3.0177322000381537],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
68,0,68,[np.float64(-0.44666666666666666)],[np.float64(-0.4166666666666667)],[1],[0],[0],2.0589814,['target'],68,0,68,0,119.4468322,,5,119.4245556,119.4468322,119.4468322,0.0074504,121.4835862,[np.float64(-0.44666666666666666)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.0589813999831676],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
69,0,69,[np.float64(0.3233333333333333)],[np.float64(0.25333333333333335)],[1],[0],[0],2.3020268,['target'],69,0,69,0,121.5125659,,10,121.4977249,121.5125659,121.5125659,0.0140548,123.7998249,[np.float64(0.3233333333333333)],[np.float64(0.25333333333333335)],[1],[0],[0],[2.3020267999963835],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
70,0,70,[np.float64(-0.058333333333333334)],[np.float64(-0.31333333333333335)],[1],[0],[0],2.6509243,['target'],70,0,70,0,123.8286896,,10,123.8136128,123.8286896,123.8286896,0.0136797,126.4645862,[np.float64(-0.058333333333333334)],[np.float64(-0.31333333333333335)],[1],[0],[0],[2.6509243000182323],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
71,0,71,[np.float64(0.195)],[np.float64(0.46)],[1],[0],[0],2.1758206,['target'],71,0,71,0,126.4938811,,5,126.4725662,126.4938811,126.4938811,0.0078868,128.6485083,[np.float64(0.195)],[np.float64(0.46)],[1],[0],[0],[2.1758205999503843],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
72,0,72,[np.float64(-0.35)],[np.float64(-0.14166666666666666)],[1],[0],[0],2.0707725,['target'],72,0,72,0,128.6765132,,5,128.6568772,128.6765132,128.6765132,0.0082572,130.7276867,[np.float64(-0.35)],[np.float64(-0.14166666666666666)],[1],[0],[0],[2.0707725000102073],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
73,0,73,[np.float64(0.03)],[np.float64(-0.17666666666666667)],[1],[0],[0],1.4698559,['target'],73,0,73,0,130.7589636,,10,130.741181,130.7589636,130.7589636,0.0133875,132.2110859,[np.float64(0.03)],[np.float64(-0.17666666666666667)],[1],[0],[0],[1.4698558999807574],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
74,0,74,[np.float64(-0.31166666666666665)],[np.float64(0.058333333333333334)],[1],[0],[0],1.5085395,['target'],74,0,74,0,132.2248165,,5,132.2190431,132.2248165,132.2248165,0.0078542,133.7276431,[np.float64(-0.31166666666666665)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.508539500006009],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
75,0,75,[np.float64(0.4866666666666667)],[np.float64(0.44333333333333336)],[1],[0],[0],2.8911154,['target'],75,0,75,0,133.7574583,,5,133.7358337,133.7574583,133.7574583,0.0081153,136.6270049,[np.float64(0.4866666666666667)],[np.float64(0.44333333333333336)],[1],[0],[0],[2.8911153999506496],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
76,0,76,[np.float64(0.4716666666666667)],[np.float64(-0.27)],[1],[0],[0],2.667502,['target'],76,0,76,0,136.6564457,,10,136.6409855,136.6564457,136.6564457,0.0139084,139.308541,[np.float64(0.4716666666666667)],[np.float64(-0.27)],[1],[0],[0],[2.6675019999966025],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
77,0,77,[np.float64(0.07)],[np.float64(0.03166666666666667)],[1],[0],[0],2.0916131,['target'],77,0,77,0,139.3385507,,5,139.3161729,139.3385507,139.3385507,0.0075324,141.4078389,[np.float64(0.07)],[np.float64(0.03166666666666667)],[1],[0],[0],[2.0916130999685265],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
78,0,78,[np.float64(0.07666666666666666)],[np.float64(-0.165)],[1],[0],[0],1.2359685,['target'],78,0,78,0,141.4376073,,10,141.42163,141.4376073,141.4376073,0.0137191,142.6576544,[np.float64(0.07666666666666666)],[np.float64(-0.165)],[1],[0],[0],[1.235968499968294],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
79,0,79,[np.float64(-0.305)],[np.float64(0.23166666666666666)],[1],[0],[0],2.4517014,['target'],79,0,79,0,142.6871463,,10,142.671595,142.6871463,142.6871463,0.0138549,145.1233429,[np.float64(-0.305)],[np.float64(0.23166666666666666)],[1],[0],[0],[2.451701399986632],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
80,0,80,[np.float64(-0.021666666666666667)],[np.float64(-0.17166666666666666)],[1],[0],[0],3.9003434,[None],80,0,80,0,145.1527662,,10,145.1380173,145.1527662,145.1527662,0.0145136,149.038438,[np.float64(-0.021666666666666667)],[np.float64(-0.17166666666666666)],[1],[0],[0],[3.9003434000187553],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
81,0,81,[np.float64(-0.315)],[np.float64(-0.008333333333333333)],[1],[0],[0],1.6738873,['target'],81,0,81,0,149.0673286,,5,149.0464801,149.0673286,149.0673286,0.0078552,150.7204218,[np.float64(-0.315)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.6738873000140302],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
82,0,82,[np.float64(0.2966666666666667)],[np.float64(0.14)],[1],[0],[0],1.6183384,['target'],82,0,82,0,150.7499121,,10,150.734967,150.7499121,150.7499121,0.0144674,152.3533757,[np.float64(0.2966666666666667)],[np.float64(0.14)],[1],[0],[0],[1.6183384000323713],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
83,0,83,[np.float64(0.20333333333333334)],[np.float64(0.13)],[1],[0],[0],1.6507511,['target'],83,0,83,0,152.3830166,,10,152.3681358,152.3830166,152.3830166,0.0145754,154.0189697,[np.float64(0.20333333333333334)],[np.float64(0.13)],[1],[0],[0],[1.6507510999799706],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
84,0,84,[np.float64(-0.21333333333333335)],[np.float64(-0.13666666666666666)],[1],[0],[0],1.7500364,['target'],84,0,84,0,154.0484262,,10,154.0347865,154.0484262,154.0484262,0.0156523,155.7848721,[np.float64(-0.21333333333333335)],[np.float64(-0.13666666666666666)],[1],[0],[0],[1.7500363999861293],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
85,0,85,[np.float64(-0.22166666666666668)],[np.float64(0.365)],[1],[0],[0],1.8747342,['target'],85,0,85,0,155.8146519,,5,155.7924473,155.8146519,155.8146519,0.0074737,157.6672449,[np.float64(-0.22166666666666668)],[np.float64(0.365)],[1],[0],[0],[1.8747342000133358],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
86,0,86,[np.float64(-0.26)],[np.float64(0.043333333333333335)],[1],[0],[0],1.7360874,['target'],86,0,86,0,157.6967023,,10,157.6821385,157.6967023,157.6967023,0.0148169,159.4182789,[np.float64(-0.26)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.7360874000005424],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
87,0,87,[np.float64(-0.31666666666666665)],[np.float64(0.09333333333333334)],[1],[0],[0],1.5001192,['target'],87,0,87,0,159.4466392,,10,159.4326575,159.4466392,159.4466392,0.0142863,160.932846,[np.float64(-0.31666666666666665)],[np.float64(0.09333333333333334)],[1],[0],[0],[1.5001192000345327],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
88,0,88,[np.float64(0.305)],[np.float64(0.07333333333333333)],[1],[0],[0],1.3076175,['target'],88,0,88,0,160.9620175,,5,160.9411009,160.9620175,160.9620175,0.0080753,162.2487692,[np.float64(0.305)],[np.float64(0.07333333333333333)],[1],[0],[0],[1.3076174999587238],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
89,0,89,[np.float64(-0.10166666666666667)],[np.float64(0.11666666666666667)],[1],[0],[0],1.417889,['target'],89,0,89,0,162.2788392,,10,162.2633819,162.2788392,162.2788392,0.0145409,163.6813193,[np.float64(-0.10166666666666667)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.4178890000330284],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
90,0,90,[np.float64(0.12666666666666668)],[np.float64(-0.4633333333333333)],[1],[0],[0],1.7102015,['target'],90,0,90,0,163.7109566,,5,163.6886484,163.7109566,163.7109566,0.0072192,165.3988986,[np.float64(0.12666666666666668)],[np.float64(-0.4633333333333333)],[1],[0],[0],[1.710201500041876],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
91,0,91,[np.float64(0.48333333333333334)],[np.float64(-0.16833333333333333)],[1],[0],[0],1.4402768,['target'],91,0,91,0,165.4271912,,5,165.4064502,165.4271912,165.4271912,0.007474,166.8467806,[np.float64(0.48333333333333334)],[np.float64(-0.16833333333333333)],[1],[0],[0],[1.4402768000145443],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
92,0,92,[np.float64(-0.015)],[np.float64(-0.41)],[1],[0],[0],1.2694077,['target'],92,0,92,0,166.8774284,,10,166.8609556,166.8774284,166.8774284,0.0141017,168.1304055,[np.float64(-0.015)],[np.float64(-0.41)],[1],[0],[0],[1.269407699990552],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
93,0,93,[np.float64(0.08833333333333333)],[np.float64(0.21)],[1],[0],[0],1.3844329,[None],93,0,93,0,168.1591482,,10,168.144709,168.1591482,168.1591482,0.0142119,169.529191,[np.float64(0.08833333333333333)],[np.float64(0.21)],[1],[0],[0],[1.3844329000567086],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
94,0,94,[np.float64(-0.375)],[np.float64(0.47333333333333333)],[1],[0],[0],2.6507886,[None],94,0,94,0,169.5590388,,10,169.54384,169.5590388,169.5590388,0.0145611,172.1946932,[np.float64(-0.375)],[np.float64(0.47333333333333333)],[1],[0],[0],[2.650788599974476],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
95,0,95,[np.float64(0.185)],[np.float64(0.35)],[1],[0],[0],1.4080012,['target'],95,0,95,0,172.2241459,,5,172.2024741,172.2241459,172.2241459,0.0076836,173.6105252,[np.float64(0.185)],[np.float64(0.35)],[1],[0],[0],[1.4080012000049464],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
96,0,96,[np.float64(0.10666666666666667)],[np.float64(-0.24333333333333335)],[1],[0],[0],1.9852862,['target'],96,0,96,0,173.6408763,,10,173.6247721,173.6408763,173.6408763,0.014164,175.6101063,[np.float64(0.10666666666666667)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.985286199953407],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
97,0,97,[np.float64(-0.3)],[np.float64(0.055)],[1],[0],[0],1.1912959,['target'],97,0,97,0,175.6392281,,5,175.6182203,175.6392281,175.6392281,0.0080232,176.8095691,[np.float64(-0.3)],[np.float64(0.055)],[1],[0],[0],[1.1912959000328556],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
98,0,98,[np.float64(-0.26666666666666666)],[np.float64(0.09666666666666666)],[1],[0],[0],1.1423925,['target'],98,0,98,0,176.8385563,,5,176.8165881,176.8385563,176.8385563,0.006945,177.959033,[np.float64(-0.26666666666666666)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.1423924999544397],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
99,0,99,[np.float64(0.30666666666666664)],[np.float64(-0.3883333333333333)],[1],[0],[0],2.3849432,['target'],99,0,99,0,177.988515,,10,177.9732195,177.988515,177.988515,0.0141141,180.3582362,[np.float64(0.30666666666666664)],[np.float64(-0.3883333333333333)],[1],[0],[0],[2.3849431999842636],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
100,0,100,[np.float64(-0.12833333333333333)],[np.float64(-0.11)],[1],[0],[0],1.6846032,['target'],100,0,100,0,180.3874796,,10,180.3728128,180.3874796,180.3874796,0.014415,182.0574799,[np.float64(-0.12833333333333333)],[np.float64(-0.11)],[1],[0],[0],[1.684603200003039],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
101,0,101,[np.float64(-0.12)],[np.float64(0.13166666666666665)],[1],[0],[0],1.3906012,['target'],101,0,101,0,182.0867101,,5,182.0649699,182.0867101,182.0867101,0.0073852,183.4556258,[np.float64(-0.12)],[np.float64(0.13166666666666665)],[1],[0],[0],[1.390601199993398],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
102,0,102,[np.float64(0.22166666666666668)],[np.float64(-0.35333333333333333)],[1],[0],[0],1.342428,['target'],102,0,102,0,183.4694232,,5,183.4632167,183.4694232,183.4694232,0.007514,184.8057104,[np.float64(0.22166666666666668)],[np.float64(-0.35333333333333333)],[1],[0],[0],[1.342428000003565],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
103,0,103,[np.float64(0.10166666666666667)],[np.float64(-0.435)],[1],[0],[0],3.1172197,['target'],103,0,103,0,184.8354336,,10,184.8203458,184.8354336,184.8354336,0.0145598,187.9376276,[np.float64(0.10166666666666667)],[np.float64(-0.435)],[1],[0],[0],[3.117219700012356],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
104,0,104,[np.float64(0.41333333333333333)],[np.float64(-0.31)],[1],[0],[0],1.3251377,['target'],104,0,104,0,187.9676155,,5,187.9457475,187.9676155,187.9676155,0.0080126,189.2709748,[np.float64(0.41333333333333333)],[np.float64(-0.31)],[1],[0],[0],[1.3251376999542117],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
105,0,105,[np.float64(0.33166666666666667)],[np.float64(0.42833333333333334)],[1],[0],[0],2.1842125,['target'],105,0,105,0,189.2999584,,10,189.2860446,189.2999584,189.2999584,0.0149191,191.47036,[np.float64(0.33166666666666667)],[np.float64(0.42833333333333334)],[1],[0],[0],[2.1842124999966472],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
106,0,106,[np.float64(0.045)],[np.float64(0.30833333333333335)],[1],[0],[0],1.1754316,['target'],106,0,106,0,191.4996059,,5,191.4780918,191.4996059,191.4996059,0.007566,192.6535763,[np.float64(0.045)],[np.float64(0.30833333333333335)],[1],[0],[0],[1.1754316000151448],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
107,0,107,[np.float64(-0.445)],[np.float64(0.4666666666666667)],[1],[0],[0],2.4402183,['target'],107,0,107,0,192.6818356,,5,192.6612291,192.6818356,192.6818356,0.0075797,195.1014979,[np.float64(-0.445)],[np.float64(0.4666666666666667)],[1],[0],[0],[2.44021829997655],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
108,0,108,[np.float64(-0.05)],[np.float64(0.37833333333333335)],[1],[0],[0],1.3751576,['target'],108,0,108,0,195.1309136,,5,195.1092668,195.1309136,195.1309136,0.0076957,196.4844742,[np.float64(-0.05)],[np.float64(0.37833333333333335)],[1],[0],[0],[1.3751575999776833],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
109,0,109,[np.float64(0.4266666666666667)],[np.float64(-0.115)],[1],[0],[0],1.4237744,['target'],109,0,109,0,196.5140751,,5,196.4919131,196.5140751,196.5140751,0.0073655,197.9157583,[np.float64(0.4266666666666667)],[np.float64(-0.115)],[1],[0],[0],[1.4237743999692611],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
110,0,110,[np.float64(0.34)],[np.float64(0.21166666666666667)],[1],[0],[0],1.5643563,[None],110,0,110,0,197.9457268,,10,197.9354405,197.9457268,197.9457268,0.0195817,199.4998431,[np.float64(0.34)],[np.float64(0.21166666666666667)],[1],[0],[0],[1.5643562999903224],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
111,0,111,[np.float64(0.23333333333333334)],[np.float64(-0.13)],[1],[0],[0],1.518414,['target'],111,0,111,0,199.5291641,,10,199.5140464,199.5291641,199.5291641,0.0141133,201.0325085,[np.float64(0.23333333333333334)],[np.float64(-0.13)],[1],[0],[0],[1.5184139999910258],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
112,0,112,[np.float64(-0.215)],[np.float64(0.475)],[1],[0],[0],6.5159786,['target'],112,0,112,0,201.0614593,,10,201.0466093,201.0614593,201.0614593,0.0140225,207.562646,[np.float64(-0.215)],[np.float64(0.475)],[1],[0],[0],[6.515978599956725],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
113,0,113,[np.float64(0.265)],[np.float64(0.2866666666666667)],[1],[0],[0],1.4017945,['target'],113,0,113,0,207.5920053,,10,207.5772335,207.5920053,207.5920053,0.0144986,208.9790778,[np.float64(0.265)],[np.float64(0.2866666666666667)],[1],[0],[0],[1.401794500008691],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
114,0,114,[np.float64(0.28833333333333333)],[np.float64(0.05333333333333334)],[1],[0],[0],1.2076824,['target'],114,0,114,0,209.0082536,,5,208.986841,209.0082536,209.0082536,0.0076752,210.1945741,[np.float64(0.28833333333333333)],[np.float64(0.05333333333333334)],[1],[0],[0],[1.2076824000105262],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
115,0,115,[np.float64(-0.2633333333333333)],[np.float64(0.225)],[1],[0],[0],1.3514599,[None],115,0,115,0,210.2251356,,10,210.2096491,210.2251356,210.2251356,0.0150044,211.5611579,[np.float64(-0.2633333333333333)],[np.float64(0.225)],[1],[0],[0],[1.3514599000336602],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
116,0,116,[np.float64(-0.4)],[np.float64(-0.27)],[1],[0],[0],2.5072531,[None],116,0,116,0,211.5909612,,5,211.5687903,211.5909612,211.5909612,0.0075409,214.0760984,[np.float64(-0.4)],[np.float64(-0.27)],[1],[0],[0],[2.5072530999896117],[None],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
117,0,117,[np.float64(0.42)],[np.float64(0.013333333333333334)],[1],[0],[0],1.9349583,['target'],117,0,117,0,214.1063376,,10,214.0907605,214.1063376,214.1063376,0.0145921,216.0257666,[np.float64(0.42)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.9349582999711856],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
118,0,118,[np.float64(0.30333333333333334)],[np.float64(0.11)],[1],[0],[0],1.1349543,['target'],118,0,118,0,216.0550976,,10,216.0403538,216.0550976,216.0550976,0.014495,217.1753792,[np.float64(0.30333333333333334)],[np.float64(0.11)],[1],[0],[0],[1.1349543000105768],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
119,0,119,[np.float64(0.5033333333333333)],[np.float64(-0.035)],[1],[0],[0],1.0906811,['target'],119,0,119,0,217.2054849,,5,217.1831148,217.2054849,217.2054849,0.0075762,218.2738453,[np.float64(0.5033333333333333)],[np.float64(-0.035)],[1],[0],[0],[1.090681100031361],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
120,0,120,[np.float64(-0.33)],[np.float64(0.13)],[1],[0],[0],1.3094102,['target'],120,0,120,0,218.287883,,5,218.2815309,218.287883,218.287883,0.0076133,219.5910031,[np.float64(-0.33)],[np.float64(0.13)],[1],[0],[0],[1.3094101999886334],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
121,0,121,[np.float64(0.17666666666666667)],[np.float64(0.44166666666666665)],[1],[0],[0],1.3076151,['target'],121,0,121,0,219.6204234,,5,219.5989328,219.6204234,219.6204234,0.0078633,220.9065984,[np.float64(0.17666666666666667)],[np.float64(0.44166666666666665)],[1],[0],[0],[1.3076150999986567],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
122,0,122,[np.float64(-0.31)],[np.float64(0.4483333333333333)],[1],[0],[0],1.1913598,['target'],122,0,122,0,220.9362224,,5,220.9147287,220.9362224,220.9362224,0.0080549,222.1061391,[np.float64(-0.31)],[np.float64(0.4483333333333333)],[1],[0],[0],[1.1913598000537604],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
123,0,123,[np.float64(-0.315)],[np.float64(-0.285)],[1],[0],[0],1.9413684,['target'],123,0,123,0,222.1193855,,5,222.1134574,222.1193855,222.1193855,0.0072425,224.054903,[np.float64(-0.315)],[np.float64(-0.285)],[1],[0],[0],[1.941368399944622],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
124,0,124,[np.float64(0.16166666666666665)],[np.float64(-0.26666666666666666)],[1],[0],[0],1.475589,['target'],124,0,124,0,224.0685261,,5,224.062603,224.0685261,224.0685261,0.0076213,225.538264,[np.float64(0.16166666666666665)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.4755889999796636],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
125,0,125,[np.float64(-0.058333333333333334)],[np.float64(0.26666666666666666)],[1],[0],[0],1.2583417,['target'],125,0,125,0,225.5676114,,5,225.5464767,225.5676114,225.5676114,0.0080552,226.8048912,[np.float64(-0.058333333333333334)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.2583416999550536],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
126,0,126,[np.float64(-0.39)],[np.float64(0.07)],[1],[0],[0],1.5504759,['target'],126,0,126,0,226.834249,,10,226.8197169,226.834249,226.834249,0.0146963,228.3702595,[np.float64(-0.39)],[np.float64(0.07)],[1],[0],[0],[1.5504759000032209],['target'],participant 1,1,2025-10-01_19h23.32.185,untitled,,2025.1.1,60.17299737,2025-10-01 19h23.42.197733 +0530
