delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,0,0,0,space,0.6951089,None,300,1,[2.752301099942997],[2.7523141999263316],0,0,0,8,0.0481732,,0.0334261,0.0481732,0.9992494,0.9992494,1.049063,1.7075695,space,0.6951089,None,1.7085048,2.415517767,2.7310323,2.7158863,2.7169915,2.7310323,2.7310323,2.7310323,5.4837704,300,1,[2.752301099942997],[2.7523141999263316],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,233.973064,average of expected
0.1,1000,exp,1,1,0,space,0.403375,None,200,1,[2.3828566001029685],[2.3828693000832573],0,1,1,9,5.4969607,,5.4841318,5.4969607,6.4971051,6.4971051,6.4971051,6.916519,space,0.403375,None,6.9176593,7.030513067,7.3460912,7.3251616,7.3258886,7.3460912,7.3460912,7.3460912,9.7293809,200,1,[2.3828566001029685],[2.3828693000832573],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,256.4646465,average of unexpected
0.7,1000,exp,2,2,0,space,0.3693077,None,450,1,[2.1360554000129923],[2.1360654999734834],0,2,2,5,9.7455219,,9.7296812,9.7455219,10.745104,10.745104,10.745104,11.1291062,space,0.3693077,None,11.1302127,11.82933567,12.1432308,12.1249181,12.1258107,12.1432308,12.1432308,12.1432308,14.2796648,450,1,[2.1360554000129923],[2.1360654999734834],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,3,3,0,space,0.4750082,None,230,1,[2.801697500050068],[2.8017100000288337],0,3,3,4,14.293618,,14.2799374,14.293618,15.293805,15.293805,15.293805,15.7779227,space,0.4750082,None,15.7787859,16.17752157,16.4917266,16.4743135,16.4755651,16.4917266,16.4917266,16.4917266,19.2937907,230,1,[2.801697500050068],[2.8017100000288337],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,-22.49158249,difference
0.7,1000,exp,4,4,0,space,0.4269413,None,350,1,[2.400325099937618],[2.400335200014524],0,4,4,11,19.3075056,,19.2940523,19.3075056,20.3081187,20.3081187,20.3081187,20.7418651,space,0.4269413,None,20.7433019,21.44152917,21.7561257,21.7349833,21.735634,21.7561257,21.7561257,21.7561257,24.1568128,350,1,[2.400325099937618],[2.400335200014524],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,5,5,0,space,0.4278847,None,200,1,[4.69854520005174],[4.698560200049542],0,5,5,0,24.172496,,24.157132,24.172496,25.1571798,25.1571798,25.1728398,25.5900069,space,0.4278847,None,25.5912282,25.69042797,26.0051175,25.9899059,25.9907614,26.0051175,26.0051175,26.0051175,30.7041502,200,1,[4.69854520005174],[4.698560200049542],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,6,6,0,space,0.6290965,None,150,1,[3.433131300029345],[3.4331497999373823],0,6,6,2,30.7201528,,30.7045237,30.7201528,31.7207872,31.7207872,31.7207872,32.3549075,space,0.6290965,None,32.356174,33.06961207,33.4013839,33.3709529,33.3717011,33.4013839,33.4013839,33.4013839,36.8350576,150,1,[3.433131300029345],[3.4331497999373823],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,7,7,0,space,0.3804016,None,250,1,[4.065287099918351],[4.065298600005917],0,7,7,7,36.8500564,,36.8354509,36.8500564,37.8349217,37.8349217,37.8523284,38.2189939,space,0.3804016,None,38.2200713,38.63482557,38.9661886,38.9379788,38.9386449,38.9661886,38.9661886,38.9661886,43.0319131,250,1,[4.065287099918351],[4.065298600005917],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,8,8,0,space,0.4297952,None,100,1,[2.4010784999700263],[2.401093899970874],0,8,8,6,43.0481792,,43.0322059,43.0481792,44.0486769,44.0486769,44.0486769,44.4834842,space,0.4297952,None,44.4848504,44.59882017,44.913528,44.8987398,44.8996475,44.913528,44.913528,44.913528,47.3151467,100,1,[2.4010784999700263],[2.401093899970874],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,9,9,0,space,1.1563525,None,250,1,[3.117270499933511],[3.117283600033261],0,9,9,1,47.3288743,,47.3155623,47.3288743,48.3314444,48.3314444,48.3314444,49.4966047,space,1.1563525,None,49.4977278,49.91298677,50.2271821,50.2075689,50.2085207,50.2271821,50.2271821,50.2271821,53.3448951,250,1,[3.117270499933511],[3.117283600033261],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,10,10,0,space,0.4961742,None,150,1,[3.050783999962732],[3.0508016999810934],0,10,10,3,53.3599337,,53.3452328,53.3599337,54.3600605,54.3600605,54.3600605,54.8615826,space,0.4961742,None,54.8630337,54.97662987,55.2916102,55.2763986,55.2770372,55.2916102,55.2916102,55.2916102,58.3429214,150,1,[3.050783999962732],[3.0508016999810934],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,11,11,0,space,0.4636137,None,200,1,[2.9660206000553444],[2.9660351000493392],0,11,11,10,58.3573504,,58.3433554,58.3573504,59.3591729,59.3591729,59.3591729,59.8268211,space,0.4636137,None,59.8282227,60.24132987,60.5563939,60.5385179,60.5392817,60.5563939,60.5563939,60.5563939,63.5228964,200,1,[2.9660206000553444],[2.9660351000493392],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,12,0,1,space,0.382227,None,300,1,[1.9344439000124112],[1.934452599962242],1,0,12,1,63.5387002,,63.5232799,63.5387002,64.5226444,64.5226444,64.5388052,64.907766,space,0.382227,None,64.9090582,65.32216747,65.6365661,65.6234392,65.6242249,65.6365661,65.6365661,65.6365661,67.5713231,300,1,[1.9344439000124112],[1.934452599962242],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,13,1,1,space,0.423683,None,150,1,[2.233695900067687],[2.233710700063966],1,1,13,9,67.5876091,,67.5715867,67.5876091,68.571517,68.571517,68.588056,69.0046562,space,0.423683,None,69.0056194,69.10493787,69.4365876,69.4065598,69.4072058,69.4365876,69.4365876,69.4365876,71.6707685,150,1,[2.233695900067687],[2.233710700063966],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,14,2,1,space,1.1195897,None,500,1,[2.186567800003104],[2.186583200003952],1,2,14,5,71.6851228,,71.671096,71.6851228,72.6862445,72.6862445,72.6862445,73.8194903,space,1.1195897,None,73.8209409,74.51857897,74.8326507,74.8161313,74.8169967,74.8326507,74.8326507,74.8326507,77.019679,500,1,[2.186567800003104],[2.186583200003952],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,15,3,1,space,0.4294658,None,300,1,[25.272289899992757],[25.27230700000655],1,3,15,7,77.0332599,,77.0200917,77.0332599,78.0336417,78.0336417,78.0336417,78.4680746,space,0.4294658,None,78.4693985,78.86831827,79.1829633,79.1664519,79.1671082,79.1829633,79.1829633,79.1829633,104.4558218,300,1,[25.272289899992757],[25.27230700000655],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,16,4,1,space,0.7279207,None,230,1,[2.8519183000316843],[2.8519331000279635],1,4,16,0,104.4716761,,104.4562345,104.4716761,105.4565563,105.4565563,105.4718142,106.1890742,space,0.7279207,None,106.1901754,106.2881445,106.6029416,106.5871843,106.5877422,106.6029416,106.6029416,106.6029416,109.4553794,230,1,[2.8519183000316843],[2.8519331000279635],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,17,5,1,space,0.3132855,None,500,1,[2.3352357000112534],[2.3352486999938264],1,5,17,8,109.4693125,,109.4557863,109.4693125,110.4699734,110.4699734,110.4699734,110.7885725,space,0.3132855,None,110.7897255,111.5065472,111.8342748,111.8034328,111.8041394,111.8342748,111.8342748,111.8342748,114.1700924,500,1,[2.3352357000112534],[2.3352486999938264],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,18,6,1,space,0.3617395,None,340,1,[4.04848390002735],[4.048498700023629],1,6,18,4,114.1837942,,114.1705646,114.1837942,115.1847362,115.1847362,115.1847362,115.551327,space,0.3617395,None,115.5528117,115.9680801,116.3002696,116.2828931,116.2835416,116.3002696,116.3002696,116.3002696,120.3493704,340,1,[4.04848390002735],[4.048498700023629],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,19,7,1,space,0.4691581,None,200,1,[4.201529300073162],[4.201544300070964],1,7,19,10,120.3652334,,120.3498989,120.3652334,121.3651289,121.3651289,121.3651289,121.8482109,space,0.4691581,None,121.849193,122.2480755,122.5627968,122.5475096,122.5482662,122.5627968,122.5627968,122.5627968,126.764814,200,1,[4.201529300073162],[4.201544300070964],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,20,8,1,space,0.5834827,None,400,1,[2.9844743999419734],[2.984489299939014],1,8,20,2,126.7782377,,126.7652093,126.7782377,127.7782884,127.7782884,127.7782884,128.3638868,space,0.5834827,None,128.364984,129.0777913,129.3927105,129.3772534,129.3781991,129.3927105,129.3927105,129.3927105,132.3776748,400,1,[2.9844743999419734],[2.984489299939014],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,21,9,1,space,0.5466363,None,120,1,[3.550791100016795],[3.5508055000100285],1,9,21,3,132.3928863,,132.3780582,132.3928863,133.3929512,133.3929512,133.3929512,133.9446133,space,0.5466363,None,133.9457869,134.0593504,134.3742875,134.3571229,134.3580113,134.3742875,134.3742875,134.3742875,137.9256472,120,1,[3.550791100016795],[3.5508055000100285],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,22,10,1,space,0.3358275,None,100,1,[3.715245099971071],[3.7152570999460295],1,10,22,6,137.9405079,,137.9259784,137.9405079,138.9236531,138.9236531,138.9403527,139.2746479,space,0.3358275,None,139.2763101,139.3750177,139.7065574,139.6893592,139.6901184,139.7065574,139.7065574,139.7065574,143.4223373,100,1,[3.715245099971071],[3.7152570999460295],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,23,11,1,space,0.2852837,None,300,1,[2.284800700028427],[2.28481440001633],1,11,23,11,143.4372563,,143.4226799,143.4372563,144.4213001,144.4213001,144.4379645,144.7219158,space,0.2852837,None,144.7231065,145.4218754,145.7358549,145.7175638,145.7185018,145.7358549,145.7358549,145.7358549,148.0211446,300,1,[2.284800700028427],[2.28481440001633],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,24,0,2,space,0.5001815,None,200,1,[2.6489855999825522],[2.6490037000039592],2,0,24,8,148.0356003,,148.0214871,148.0356003,149.0365238,149.0365238,149.0365238,149.5381737,space,0.5001815,None,149.5392549,150.2535157,150.5851808,150.5673818,150.5680982,150.5851808,150.5851808,150.5851808,153.2346638,200,1,[2.6489855999825522],[2.6490037000039592],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,25,1,2,space,2.8196249,None,150,1,[3.3837801000336185],[3.383793900022283],2,1,25,10,153.2504833,,153.235063,153.2504833,154.2338713,154.2338713,154.2497596,157.0660162,space,2.8196249,None,157.0670461,157.4823961,157.7973559,157.7836894,157.7842808,157.7973559,157.7973559,157.7973559,161.1815688,150,1,[3.3837801000336185],[3.383793900022283],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,26,2,2,space,2.4046018,None,350,1,[4.350237200036645],[4.350247700000182],2,2,26,5,161.1965396,,161.181887,161.1965396,162.180149,162.180149,162.1961432,164.5854439,space,2.4046018,None,164.5866539,165.2954884,165.6112646,165.5942927,165.5949149,165.6112646,165.6112646,165.6112646,169.9618844,350,1,[4.350237200036645],[4.350247700000182],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,27,3,2,space,79.4576131,None,300,1,[2.567370199947618],[2.567384699941613],2,3,27,1,169.9763116,,169.9621798,169.9763116,170.9790621,170.9790621,170.9790621,250.4426421,space,79.4576131,None,250.443556,250.8424766,251.1572927,251.1373882,251.1384606,251.1572927,251.1572927,251.1572927,253.7251513,300,1,[2.567370199947618],[2.567384699941613],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,28,4,2,space,0.2530701,None,500,1,[2.0999070999678224],[2.0999222999671474],2,4,28,2,253.7405225,,253.7255332,253.7405225,254.7402571,254.7402571,254.7402571,255.0079017,space,0.2530701,None,255.0089428,255.7252099,256.0562032,256.0380706,256.0387263,256.0562032,256.0562032,256.0562032,258.1566022,500,1,[2.0999070999678224],[2.0999222999671474],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,29,5,2,space,0.5177011,None,120,1,[2.3675596000393853],[2.3675740000326186],2,5,29,6,258.1720271,,258.1569409,258.1720271,259.1558806,259.1558806,259.1713305,259.6748187,space,0.5177011,None,259.6758803,259.7878848,260.1033758,260.0835239,260.0841516,260.1033758,260.1033758,260.1033758,262.4715156,120,1,[2.3675596000393853],[2.3675740000326186],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,30,6,2,space,0.2899866,None,250,1,[2.753441800014116],[2.753456100006588],2,6,30,4,262.4872843,,262.4719138,262.4872843,263.4704859,263.4704859,263.4866726,263.7702541,space,0.2899866,None,263.7712968,264.1706177,264.4841095,264.4660892,264.4670998,264.4841095,264.4841095,264.4841095,267.2380374,250,1,[2.753441800014116],[2.753456100006588],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,31,7,2,space,0.3795049,None,300,1,[2.7995373000157997],[2.7995520000113174],2,7,31,7,267.2512147,,267.2384028,267.2512147,268.2555711,268.2555711,268.2555711,268.6362597,space,0.3795049,None,268.6373033,269.0515902,269.3669815,269.3506514,269.3512956,269.3669815,269.3669815,269.3669815,272.1670172,300,1,[2.7995373000157997],[2.7995520000113174],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,32,8,2,space,0.4638391,None,100,1,[2.267250199918635],[2.267268499941565],2,8,32,9,272.1822234,,272.1674087,272.1822234,273.166369,273.166369,273.1825992,273.6339542,space,0.4638391,None,273.634974,273.7343391,274.0640514,274.036037,274.0367444,274.0640514,274.0640514,274.0640514,276.3318541,100,1,[2.267250199918635],[2.267268499941565],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,33,9,2,space,0.3730945,None,100,1,[1.7339777000015602],[1.7339904999826103],2,9,33,3,276.3474715,,276.3325509,276.3474715,277.3309574,277.3309574,277.3475514,277.7159439,space,0.3730945,None,277.7173021,277.8316942,278.1623197,278.1347313,278.13533,278.1623197,278.1623197,278.1623197,279.8967643,100,1,[1.7339777000015602],[1.7339904999826103],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,34,10,2,space,0.2912466,None,200,1,[2.084713999996893],[2.084728499990888],2,10,34,0,279.9124026,,279.8973412,279.9124026,280.8963706,280.8963706,280.9132876,281.1964679,space,0.2912466,None,281.1973495,281.2957482,281.6104533,281.5963501,281.5969942,281.6104533,281.6104533,281.6104533,283.6957157,200,1,[2.084713999996893],[2.084728499990888],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,35,11,2,space,0.335386,None,300,1,[3.0688673000549898],[3.068880600039847],2,11,35,11,283.710895,,283.6960428,283.710895,284.7104791,284.7104791,284.7104791,285.061236,space,0.335386,None,285.0626893,285.760503,286.0755983,286.0578397,286.0589028,286.0755983,286.0755983,286.0755983,289.1449683,300,1,[3.0688673000549898],[3.068880600039847],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,36,0,3,space,0.2729646,None,100,1,[1.7846734001068398],[1.7846872000955045],3,0,36,10,289.1614846,,289.1453088,289.1614846,290.1584235,290.1584235,290.1765719,290.4425739,space,0.2729646,None,290.4438246,290.842059,291.1568451,291.1405097,291.1412025,291.1568451,291.1568451,291.1568451,292.9419422,100,1,[1.7846734001068398],[1.7846872000955045],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,37,1,3,space,0.4849273,None,200,1,[2.3354806000133976],[2.3354965000180528],3,1,37,5,292.9564429,,292.9424192,292.9564429,293.9577307,293.9577307,293.9577307,294.457816,space,0.4849273,None,294.4588614,295.1734805,295.4874776,295.4731318,295.4736994,295.4874776,295.4874776,295.4874776,297.8235054,200,1,[2.3354806000133976],[2.3354965000180528],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,38,2,3,space,0.3569836,None,350,1,[4.134311400004663],[4.134328700019978],3,2,38,1,297.8390161,,297.8238549,297.8390161,298.8216771,298.8216771,298.8389391,299.1885516,space,0.3569836,None,299.1896602,299.5877416,299.9028118,299.886039,299.887201,299.9028118,299.9028118,299.9028118,304.0376927,350,1,[4.134311400004663],[4.134328700019978],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,39,3,3,space,0.6106022,None,250,1,[2.5172287999885157],[2.517241399968043],3,3,39,4,304.052091,,304.0380683,304.052091,305.0539002,305.0539002,305.0539002,305.6693611,space,0.6106022,None,305.6704566,306.0684791,306.3829561,306.3682757,306.3689588,306.3829561,306.3829561,306.3829561,308.9005595,250,1,[2.5172287999885157],[2.517241399968043],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,40,4,3,space,7.4429241,None,400,1,[2.017214999999851],[2.0172330999048427],3,4,40,8,308.9166242,,308.9008288,308.9166242,309.9000144,309.9000144,309.9194061,317.3481114,space,7.4429241,None,317.3493544,318.0647333,318.3952888,318.368684,318.369256,318.3952888,318.3952888,318.3952888,320.4130577,400,1,[2.017214999999851],[2.0172330999048427],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,41,5,3,space,13.3981587,None,250,1,[2.9825333000626415],[2.982549100066535],3,5,41,7,320.4278125,,320.4134255,320.4278125,321.4286761,321.4286761,321.4286761,334.8400751,space,13.3981587,None,334.8411405,335.239597,335.5554301,335.538945,335.5396635,335.5554301,335.5554301,335.5554301,338.5385122,250,1,[2.9825333000626415],[2.982549100066535],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,42,6,3,space,0.3480033,None,150,1,[2.8024980999762192],[2.80251369997859],3,6,42,6,338.5539241,,338.5389092,338.5539241,339.5373203,339.5373203,339.5547236,339.8894932,space,0.3480033,None,339.8909004,340.0048967,340.3360355,340.3045308,340.30518,340.3360355,340.3360355,340.3360355,343.1390597,150,1,[2.8024980999762192],[2.80251369997859],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,43,7,3,space,0.3172088,None,300,1,[1.969939099973999],[1.969952999963425],3,7,43,2,343.151203,,343.1394406,343.151203,344.1525537,344.1525537,344.1525537,344.4857717,space,0.3172088,None,344.4868891,345.2020554,345.5328427,345.5048558,345.5054084,345.5328427,345.5328427,345.5328427,347.5032153,300,1,[1.969939099973999],[1.969952999963425],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,44,8,3,space,0.4789299,None,250,1,[2.46593289996963],[2.46594429994002],3,8,44,9,347.5169533,,347.5035013,347.5169533,348.5168802,348.5168802,348.5168802,349.0008327,space,0.4789299,None,349.0020174,349.1161133,349.4479332,349.417404,349.4180087,349.4479332,349.4479332,349.4479332,351.9142713,250,1,[2.46593289996963],[2.46594429994002],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,45,9,3,space,0.5731441,None,200,1,[2.1523273000493646],[2.152337900013663],3,9,45,0,351.9312068,,351.9145725,351.9312068,352.9154395,352.9154395,352.9311997,353.49827,space,0.5731441,None,353.4992185,353.6137046,353.9292205,353.9159891,353.9164721,353.9292205,353.9292205,353.9292205,356.0818867,200,1,[2.1523273000493646],[2.152337900013663],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,46,10,3,space,0.3925128,None,100,1,[2.1699691000394523],[2.169986000051722],3,10,46,3,356.0960625,,356.0823184,356.0960625,357.0965267,357.0965267,357.0965267,357.4956455,space,0.3925128,None,357.4966704,357.5961624,357.9105851,357.8963269,357.8968649,357.9105851,357.9105851,357.9105851,360.0810304,100,1,[2.1699691000394523],[2.169986000051722],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,47,11,3,space,0.3997818,None,150,1,[2.1346859000623226],[2.134704599971883],3,11,47,11,360.0950762,,360.0814266,360.0950762,361.0954111,361.0954111,361.0954111,361.4970007,space,0.3997818,None,361.4981301,362.2107069,362.5421749,362.513388,362.5140372,362.5421749,362.5421749,362.5421749,364.6774747,150,1,[2.1346859000623226],[2.134704599971883],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,48,0,4,space,0.3808701,None,200,1,[2.301474399981089],[2.3014931000070646],4,0,48,1,364.69259,,364.6778976,364.69259,365.6932873,365.6932873,365.6932873,366.0780334,space,0.3808701,None,366.0792576,366.4928717,366.8070785,366.7880139,366.7888875,366.8070785,366.8070785,366.8070785,369.109072,200,1,[2.301474399981089],[2.3014931000070646],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,49,1,4,space,0.2851755,None,100,1,[2.284771000035107],[2.2847852000268176],4,1,49,6,369.1237071,,369.1094583,369.1237071,370.124595,370.124595,370.124595,370.4247276,space,0.2851755,None,370.4259228,370.5238722,370.8394555,370.824371,370.8250168,370.8394555,370.8394555,370.8394555,373.1247476,100,1,[2.284771000035107],[2.2847852000268176],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
