delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,100,4,8,space,0.627816,None,150,1,[3.768023299984634],[3.7680370999732986],8,4,100,8,618.2829137,,618.2689307,618.2829137,619.2668938,619.2668938,619.28378,619.9006288,space,0.627816,None,619.9017732,620.5998025,620.9151939,620.8970114,620.8981023,620.9151939,620.9151939,620.9151939,624.6837313,150,1,[3.768023299984634],[3.7680370999732986],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,101,5,8,space,0.3386109,None,150,1,[3.000754499924369],[3.0007714999374],8,5,101,0,624.6974461,,624.6840884,624.6974461,625.6976407,625.6976407,625.6976407,626.0487583,space,0.3386109,None,626.050079,626.165578,626.4949522,626.4683005,626.4689203,626.4949522,626.4949522,626.4949522,629.4962358,150,1,[3.000754499924369],[3.0007714999374],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,102,6,8,space,0.5231936,None,200,1,[2.1853609000099823],[2.1853731999872252],8,6,102,1,629.5120385,,629.496599,629.5120385,630.511703,630.511703,630.511703,631.0460334,space,0.5231936,None,631.047129,631.4456889,631.759462,631.7377479,631.7383287,631.759462,631.759462,631.759462,633.9452049,200,1,[2.1853609000099823],[2.1853731999872252],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,103,7,8,space,0.3707843,None,150,1,[2.398379800026305],[2.398395900032483],8,7,103,3,633.9594889,,633.9454864,633.9594889,634.9602254,634.9602254,634.9602254,635.3440317,space,0.3707843,None,635.3452037,635.44382,635.7764241,635.7584358,635.7591231,635.7764241,635.7764241,635.7764241,638.1752784,150,1,[2.398379800026305],[2.398395900032483],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,104,8,8,space,0.3850906,None,400,1,[2.1848647999577224],[2.184878999949433],8,8,104,11,638.19125,,638.1757232,638.19125,639.176141,639.176141,639.1913684,639.5763232,space,0.3850906,None,639.5773981,640.2907112,640.6062507,640.5877796,640.5886085,640.6062507,640.6062507,640.6062507,642.7917868,400,1,[2.1848647999577224],[2.184878999949433],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,105,9,8,space,0.4397166,None,300,1,[2.5977249999996275],[2.5977339999517426],8,9,105,7,642.8064625,,642.7921305,642.8064625,643.8054906,643.8054906,643.8054906,644.2567811,space,0.4397166,None,644.2577949,644.6722561,645.0052936,644.9759611,644.9765143,645.0052936,645.0052936,645.0052936,647.6033683,300,1,[2.5977249999996275],[2.5977339999517426],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,106,10,8,space,0.5284579,None,100,1,[2.652321400004439],[2.6523315999656916],8,10,106,6,647.6208064,,647.6036517,647.6208064,648.6029788,648.6029788,648.6363596,649.1375693,space,0.5284579,None,649.1383265,649.2373292,649.5517466,649.536172,649.5367859,649.5517466,649.5517466,649.5517466,652.2044239,100,1,[2.652321400004439],[2.6523315999656916],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,107,11,8,space,0.746761,None,250,1,[2.8191452000755817],[2.819159400067292],8,11,107,9,652.2181547,,652.204687,652.2181547,653.2187999,653.2187999,653.2187999,653.9703081,space,0.746761,None,653.9710009,654.0841418,654.4176755,654.3832244,654.3841155,654.4176755,654.4176755,654.4176755,657.2373579,250,1,[2.8191452000755817],[2.819159400067292],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,108,0,9,space,0.5245493,None,200,1,[3.4504939999897033],[3.450508499983698],9,0,108,4,657.2497798,,657.2376894,657.2497798,658.2501015,658.2501015,658.2501015,658.7834247,space,0.5245493,None,658.7844228,659.1829323,659.5154753,659.486323,659.4869641,659.5154753,659.5154753,659.5154753,662.9666144,200,1,[3.4504939999897033],[3.450508499983698],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,109,1,9,space,0.354278,None,350,1,[2.748557799961418],[2.7485710999462754],9,1,109,10,662.9806578,,662.9669456,662.9806578,663.9804614,663.9804614,663.9804614,664.3476748,space,0.354278,None,664.3486252,664.747096,665.0621469,665.0448682,665.0456922,665.0621469,665.0621469,665.0621469,667.8113285,350,1,[2.748557799961418],[2.7485710999462754],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,110,2,9,space,0.2779622,None,400,1,[2.217949300073087],[2.2179648000746965],9,2,110,1,667.8295509,,667.8116398,667.8295509,668.8117399,668.8117399,668.8461682,669.0947159,space,0.2779622,None,669.0953268,669.4982465,669.8264563,669.7965082,669.797224,669.8264563,669.8264563,669.8264563,672.0449462,400,1,[2.217949300073087],[2.2179648000746965],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,111,3,9,space,0.3924727,None,150,1,[2.7013159999623895],[2.7013313999632373],9,3,111,7,672.0603746,,672.0452881,672.0603746,673.060201,673.060201,673.060201,673.4593306,space,0.3924727,None,673.4601828,673.8606547,674.1918769,674.1635445,674.1641279,674.1918769,674.1918769,674.1918769,676.893729,150,1,[2.7013159999623895],[2.7013313999632373],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,112,4,9,space,0.3950445,None,100,1,[2.98373239999637],[2.983744699973613],9,4,112,3,676.9083377,,676.8940561,676.9083377,677.9090504,677.9090504,677.9090504,678.3090774,space,0.3950445,None,678.310331,678.4084633,678.7225596,678.7053846,678.7061921,678.7225596,678.7225596,678.7225596,681.706692,100,1,[2.98373239999637],[2.983744699973613],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,113,5,9,space,0.2748753,None,500,1,[1.7351970000891015],[1.7352113000815734],9,5,113,2,681.7226356,,681.7069722,681.7226356,682.7062815,682.7062815,682.7231572,682.9902027,space,0.2748753,None,682.9914597,683.6896839,684.0038692,683.9857612,683.9867671,684.0038692,684.0038692,684.0038692,685.7394814,500,1,[1.7351970000891015],[1.7352113000815734],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,114,6,9,space,0.3865633,None,100,1,[1.9502740000607446],[1.9502843000227585],9,6,114,9,685.7535922,,685.7398067,685.7535922,686.7548348,686.7548348,686.7548348,687.155434,space,0.3865633,None,687.1566418,687.2715512,687.6034908,687.5864802,687.5873746,687.6034908,687.6034908,687.6034908,689.5541322,100,1,[1.9502740000607446],[1.9502843000227585],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,115,7,9,space,0.3662099,None,100,1,[2.0673812000313774],[2.0674018000718206],9,7,115,6,689.5692716,,689.554458,689.5692716,690.5690175,690.5690175,690.5690175,690.938395,space,0.3662099,None,690.9395188,691.0524949,691.3842479,691.3546496,691.3552352,691.3842479,691.3842479,691.3842479,693.4521955,100,1,[2.0673812000313774],[2.0674018000718206],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,116,8,9,space,0.3297232,None,300,1,[2.067538099945523],[2.0675533999456093],9,8,116,8,693.4678041,,693.4528566,693.4678041,694.4682471,694.4682471,694.4682471,694.8032298,space,0.3297232,None,694.8046526,695.5181104,695.8321339,695.8181872,695.8188666,695.8321339,695.8321339,695.8321339,697.9001839,300,1,[2.067538099945523],[2.0675533999456093],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,117,9,9,space,0.2690479,None,100,1,[2.0021587000228465],[2.002180799958296],9,9,117,0,697.9158662,,697.9005613,697.9158662,698.917195,698.917195,698.917195,699.1991222,space,0.2690479,None,699.1997847,699.3149765,699.6299825,699.6167482,699.6172878,699.6299825,699.6299825,699.6299825,701.6326974,100,1,[2.0021587000228465],[2.002180799958296],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,118,10,9,space,0.3329226,None,200,1,[2.034076200099662],[2.0340924999909475],9,10,118,11,701.6467735,,701.6330385,701.6467735,702.6478237,702.6478237,702.6478237,702.9820201,space,0.3329226,None,702.9832794,703.6967079,704.0126556,703.9940709,703.9948839,704.0126556,704.0126556,704.0126556,706.0472876,200,1,[2.034076200099662],[2.0340924999909475],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,119,11,9,space,0.3358935,None,300,1,[2.0340200000209734],[2.034032700001262],9,11,119,5,706.0627634,,706.0476841,706.0627634,707.0621228,707.0621228,707.0621228,707.4132189,space,0.3358935,None,707.4144536,708.1127779,708.4433091,708.4151954,708.4157833,708.4433091,708.4433091,708.4433091,710.4777213,300,1,[2.0340200000209734],[2.034032700001262],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,120,0,10,space,0.3341675,None,100,1,[1.7164986999705434],[1.7165099000558257],10,0,120,9,710.4934611,,710.4781406,710.4934611,711.4776356,711.4776356,711.4937382,711.8278519,space,0.3341675,None,711.8292214,711.9433087,712.2755943,712.2473613,712.248016,712.2755943,712.2755943,712.2755943,713.9924729,100,1,[1.7164986999705434],[1.7165099000558257],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,121,1,10,space,55.8103905,None,200,1,[4.816707799909636],[4.816724699921906],10,1,121,6,714.0086498,,713.9927647,714.0086498,714.9923721,714.9923721,715.0090139,770.8188247,space,55.8103905,None,770.8198201,770.9184684,771.2498389,771.2190926,771.2200273,771.2498389,771.2498389,771.2498389,776.0670768,200,1,[4.816707799909636],[4.816724699921906],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,122,2,10,space,0.3461852,None,400,1,[2.035925600095652],[2.0359414000995457],10,2,122,8,776.0820914,,776.067448,776.0820914,777.0825925,777.0825925,777.0825925,777.4338457,space,0.3461852,None,777.4349683,778.1494939,778.4630602,778.4474174,778.4482386,778.4630602,778.4630602,778.4630602,780.4995212,400,1,[2.035925600095652],[2.0359414000995457],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,123,3,10,space,0.3247917,None,100,1,[2.4512171000242233],[2.45123380003497],10,3,123,3,780.512747,,780.5000495,780.512747,781.5135072,781.5135072,781.5135072,781.8483608,space,0.3247917,None,781.849932,781.9636776,782.277842,782.257684,782.2584682,782.277842,782.277842,782.277842,784.7295845,100,1,[2.4512171000242233],[2.45123380003497],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,124,4,10,space,0.3046073,None,300,1,[3.1324050000403076],[3.1324134999886155],10,4,124,5,784.7440838,,784.7299611,784.7440838,785.7451851,785.7451851,785.7451851,786.0628519,space,0.3046073,None,786.0640836,786.7774382,787.0925116,787.0774728,787.0780923,787.0925116,787.0925116,787.0925116,790.2252475,300,1,[3.1324050000403076],[3.1324134999886155],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,125,5,10,space,0.3451728,None,450,1,[3.3352668998995796],[3.3352797999978065],10,5,125,11,790.2431057,,790.22552,790.2431057,791.2280513,791.2280513,791.2420921,791.5776994,space,0.3451728,None,791.5786468,792.2928746,792.6234102,792.5936896,792.5944497,792.6234102,792.6234102,792.6234102,795.9591947,450,1,[3.3352668998995796],[3.3352797999978065],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,126,6,10,space,0.5231701,None,200,1,[13.629304699948989],[13.629318599938415],10,6,126,0,795.973392,,795.959638,795.973392,796.9735764,796.9735764,796.9735764,797.50745,space,0.5231701,None,797.5088458,797.6074839,797.9214698,797.9064139,797.9069962,797.9214698,797.9214698,797.9214698,811.5512542,200,1,[13.629304699948989],[13.629318599938415],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,127,7,10,space,0.2971137,None,300,1,[1.7488293000496924],[1.7488443000474945],10,7,127,2,811.5667955,,811.5516533,811.5667955,812.5674803,812.5674803,812.5674803,812.868724,space,0.2971137,None,812.8698015,813.5831702,813.900793,813.8836068,813.8842908,813.900793,813.900793,813.900793,815.6500431,300,1,[1.7488293000496924],[1.7488443000474945],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,128,8,10,space,71.0062323,None,150,1,[3.1347008999437094],[3.1347114000236616],10,8,128,4,815.6644552,,815.6503158,815.6644552,816.6642847,816.6642847,816.6642847,887.6847404,space,71.0062323,None,887.6861073,888.0847874,888.4162651,888.3877296,888.3884281,888.4162651,888.4162651,888.4162651,891.551321,150,1,[3.1347008999437094],[3.1347114000236616],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,129,9,10,space,0.3501556,None,300,1,[2.550217300071381],[2.55023210006766],10,9,129,7,891.5648916,,891.5515932,891.5648916,892.5662722,892.5662722,892.5662722,892.9183878,space,0.3501556,None,892.9195155,893.3323358,893.6650696,893.6374173,893.6380109,893.6650696,893.6650696,893.6650696,896.2158093,300,1,[2.550217300071381],[2.55023210006766],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,130,10,10,space,0.4035745,None,240,1,[2.5833322999533266],[2.583348499960266],10,10,130,10,896.2299793,,896.2163245,896.2299793,897.2293839,897.2293839,897.2293839,897.6473518,space,0.4035745,None,897.6485618,898.0665289,898.3956747,898.3673537,898.368029,898.3956747,898.3956747,898.3956747,900.9796735,240,1,[2.5833322999533266],[2.583348499960266],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,131,11,10,space,0.4462975,None,100,1,[3.0833416000241414],[3.0833571000257507],10,11,131,1,900.9943238,,900.9800597,900.9943238,901.9957772,901.9957772,901.9957772,902.4466369,space,0.4462975,None,902.4478116,902.8607351,903.1764013,903.1571826,903.1579617,903.1764013,903.1764013,903.1764013,906.2601899,100,1,[3.0833416000241414],[3.0833571000257507],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,132,0,11,space,0.3378181,None,450,1,[2.270087599987164],[2.270108800032176],11,0,132,11,906.275238,,906.2605153,906.275238,907.2762429,907.2762429,907.2762429,907.6268449,space,0.3378181,None,907.6278268,908.3259876,908.6570949,908.6277046,908.6282734,908.6570949,908.6570949,908.6570949,910.9278149,450,1,[2.270087599987164],[2.270108800032176],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,133,1,11,space,0.9083707,None,350,1,[2.7836839999072254],[2.783700199914165],11,1,133,2,910.9400386,,910.928299,910.9400386,911.9409419,911.9409419,911.9409419,912.8598059,space,0.9083707,None,912.8607641,913.5735443,913.9052101,913.8761202,913.8766826,913.9052101,913.9052101,913.9052101,916.689436,350,1,[2.7836839999072254],[2.783700199914165],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,134,2,11,space,1.8080517,None,370,1,[3.4146169000305235],[3.4146316000260413],11,2,134,5,916.7041681,,916.6898358,916.7041681,917.68869,917.68869,917.7056877,919.5044277,space,1.8080517,None,919.5057083,920.2038411,920.5363586,920.505158,920.5058475,920.5363586,920.5363586,920.5363586,923.951441,370,1,[3.4146169000305235],[3.4146316000260413],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,135,3,11,space,0.4065191,None,100,1,[2.299761400092393],[2.299775900086388],11,3,135,1,923.9683863,,923.9518175,923.9683863,924.9514843,924.9514843,924.9685604,925.3702879,space,0.4065191,None,925.3715124,925.7854664,926.099482,926.0854117,926.0859641,926.099482,926.099482,926.099482,928.3997455,100,1,[2.299761400092393],[2.299775900086388],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,136,4,11,space,0.4067711,None,100,1,[2.3356044000247493],[2.335619800025597],11,4,136,10,928.4168244,,928.4001082,928.4168244,929.4004373,929.4004373,929.4169892,929.8178069,space,0.4067711,None,929.8186876,930.2335453,930.5471914,930.5316169,930.5323746,930.5471914,930.5471914,930.5471914,932.8833214,100,1,[2.3356044000247493],[2.335619800025597],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,137,5,11,space,0.9151753,None,150,1,[2.2184681000653654],[2.2184786000289023],11,5,137,4,932.8979788,,932.8836804,932.8979788,933.901111,933.901111,933.901111,934.8312284,space,0.9151753,None,934.8328791,935.2312003,935.5459842,935.5257793,935.5264594,935.5459842,935.5459842,935.5459842,937.7648509,150,1,[2.2184681000653654],[2.2184786000289023],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,138,6,11,space,0.8902071,None,150,1,[3.6166740999324247],[3.61669069994241],11,6,138,0,937.7793181,,937.7651098,937.7793181,938.778704,938.778704,938.778704,939.6783668,space,0.8902071,None,939.6793605,939.7785537,940.093608,940.0773829,940.0779628,940.093608,940.093608,940.093608,943.7107927,150,1,[3.6166740999324247],[3.61669069994241],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,139,7,11,space,247.7689014,None,100,1,[2.2673025999683887],[2.267316799960099],11,7,139,3,943.7269231,,943.7111735,943.7269231,944.7101368,944.7101368,944.7266153,1192.486239,space,247.7689014,None,1192.487179,1192.602212,1192.917516,1192.90312,1192.903743,1192.917516,1192.917516,1192.917516,1195.185245,100,1,[2.2673025999683887],[2.267316799960099],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,140,8,11,space,0.5481755,None,100,1,[3.4827305000508204],[3.4827435000333935],11,8,140,9,1195.201324,,1195.18553,1195.201324,1196.200189,1196.200189,1196.218018,1196.752981,space,0.5481755,None,1196.754058,1196.867825,1197.182839,1197.164033,1197.1648,1197.182839,1197.182839,1197.182839,1200.665989,100,1,[3.4827305000508204],[3.4827435000333935],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,141,9,11,space,0.2997419,None,300,1,[1.7350125999655575],[1.7350342000136152],11,9,141,8,1200.68186,,1200.666339,1200.68186,1201.665874,1201.665874,1201.682208,1201.967581,space,0.2997419,None,1201.968687,1202.68253,1203.013597,1202.985054,1202.98574,1203.013597,1203.013597,1203.013597,1204.749248,300,1,[1.7350125999655575],[1.7350342000136152],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,142,10,11,space,0.3403628,None,250,1,[2.8175551000749692],[2.81757000007201],11,10,142,7,1204.763587,,1204.749624,1204.763587,1205.764761,1205.764761,1205.764761,1206.114464,space,0.3403628,None,1206.115727,1206.513766,1206.828355,1206.809318,1206.810251,1206.828355,1206.828355,1206.828355,1209.646528,250,1,[2.8175551000749692],[2.81757000007201],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,143,11,11,space,0.5336199,None,250,1,[2.6018933000741526],[2.601906400057487],11,11,143,6,1209.661853,,1209.646951,1209.661853,1210.662889,1210.662889,1210.662889,1211.212213,space,0.5336199,None,1211.213682,1211.312002,1211.626459,1211.610725,1211.611333,1211.626459,1211.626459,1211.626459,1214.228867,250,1,[2.6018933000741526],[2.601906400057487],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,144,0,12,space,0.3139407,None,350,1,[2.0192230000393465],[2.0192373000318184],12,0,144,10,1214.243529,,1214.229224,1214.243529,1215.24344,1215.24344,1215.24344,1215.562265,space,0.3139407,None,1215.56402,1215.975696,1216.29104,1216.274765,1216.27537,1216.29104,1216.29104,1216.29104,1218.310815,350,1,[2.0192230000393465],[2.0192373000318184],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,145,1,12,space,0.3362086,None,250,1,[2.4009924000129104],[2.401006900006905],12,1,145,3,1218.324893,,1218.311147,1218.324893,1219.325436,1219.325436,1219.325436,1219.674641,space,0.3362086,None,1219.675677,1219.774578,1220.0894,1220.07625,1220.076716,1220.0894,1220.0894,1220.0894,1222.490908,250,1,[2.4009924000129104],[2.401006900006905],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,146,2,12,space,0.4503939,None,300,1,[2.1677841999335214],[2.1677987999282777],12,2,146,6,1222.506391,,1222.491225,1222.506391,1223.507193,1223.507193,1223.507193,1223.958889,space,0.4503939,None,1223.960006,1224.07328,1224.387638,1224.369231,1224.369959,1224.387638,1224.387638,1224.387638,1226.555928,300,1,[2.1677841999335214],[2.1677987999282777],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,147,3,12,space,0.3640663,None,400,1,[2.3994328000117093],[2.3994421999668702],12,3,147,2,1226.57075,,1226.556264,1226.57075,1227.556132,1227.556132,1227.571,1227.921278,space,0.3640663,None,1227.922497,1228.620361,1228.936104,1228.916005,1228.916845,1228.936104,1228.936104,1228.936104,1231.335873,400,1,[2.3994328000117093],[2.3994421999668702],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,148,4,12,space,0.3438791,None,150,1,[3.417483900091611],[3.417501400108449],12,4,148,8,1231.353059,,1231.336136,1231.353059,1232.33645,1232.33645,1232.352917,1232.686094,space,0.3438791,None,1232.687374,1233.385282,1233.700315,1233.686316,1233.687016,1233.700315,1233.700315,1233.700315,1237.118268,150,1,[3.417483900091611],[3.417501400108449],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,149,5,12,space,0.378926,None,100,1,[3.083276199991815],[3.0832891000900418],12,5,149,0,1237.132995,,1237.118593,1237.132995,1238.133063,1238.133063,1238.133063,1238.517366,space,0.378926,None,1238.518453,1238.633812,1238.965058,1238.937905,1238.938637,1238.965058,1238.965058,1238.965058,1242.048747,100,1,[3.083276199991815],[3.0832891000900418],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
